filename                         MJD Frequency   bandw backend   length           name       DM       RM
00500.FTS.fixedfreq.debase 52555.294 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00501.FTS.fixedfreq.debase 52556.291 1396.0000   -32.0 AFB       3240.1      0631+1036  125.350    0.000
00502.FTS.fixedfreq.debase 52560.280 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00503.FTS.fixedfreq.debase 52561.278 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00504.FTS.fixedfreq.debase 52562.275 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00505.FTS.fixedfreq.debase 52563.271 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00506.FTS.fixedfreq.debase 52564.269 1396.0000   -32.0 AFB       2880.0      0631+1036  125.350    0.000
00507.FTS.fixedfreq.debase 52571.397 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00508.FTS.fixedfreq.debase 52576.272 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00509.FTS.fixedfreq.debase 52579.364 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00510.FTS.fixedfreq.debase 52585.293 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00511.FTS.fixedfreq.debase 52589.378 1396.0000   -32.0 AFB        960.0      0631+1036  125.350    0.000
00512.FTS.fixedfreq.debase 52597.967 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00513.FTS.fixedfreq.debase 52601.343 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00514.FTS.fixedfreq.debase 52606.316 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00515.FTS.fixedfreq.debase 52609.973 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00516.FTS.fixedfreq.debase 52612.168 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00517.FTS.fixedfreq.debase 52617.110 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00518.FTS.fixedfreq.debase 52636.128 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00519.FTS.fixedfreq.debase 52659.825 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00520.FTS.fixedfreq.debase 52689.883 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00521.FTS.fixedfreq.debase 52696.829 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00522.FTS.fixedfreq.debase 52698.666 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00523.FTS.fixedfreq.debase 52708.657 1396.0000   -32.0 AFB        957.7      0631+1036  125.350    0.000
00524.FTS.fixedfreq.debase 52731.723 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00525.FTS.fixedfreq.debase 52743.793 1396.0000   -32.0 AFB        957.7      0631+1036  125.350    0.000
00526.FTS.fixedfreq.debase 52756.843 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00527.FTS.fixedfreq.debase 52764.634 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00528.FTS.fixedfreq.debase 52766.786 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00529.FTS.fixedfreq.debase 52771.656 1396.0000   -32.0 AFB        957.7      0631+1036  125.350    0.000
00530.FTS.fixedfreq.debase 52772.600 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00531.FTS.fixedfreq.debase 52778.692 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00532.FTS.fixedfreq.debase 52795.681 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00533.FTS.fixedfreq.debase 52797.763 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00534.FTS.fixedfreq.debase 52800.640 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00535.FTS.fixedfreq.debase 52802.830 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00536.FTS.fixedfreq.debase 52811.763 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00537.FTS.fixedfreq.debase 52815.765 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00538.FTS.fixedfreq.debase 52816.779 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00539.FTS.fixedfreq.debase 52824.709 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00540.FTS.fixedfreq.debase 52835.527 1396.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00541.FTS.fixedfreq.debase 52836.524 1396.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00542.FTS.fixedfreq.debase 52837.524 1396.0000   -32.0 AFB       2514.0      0631+1036  125.350    0.000
00543.FTS.fixedfreq.debase 52838.519 1396.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00544.FTS.fixedfreq.debase 52841.510 1396.0000   -32.0 AFB       2753.4      0631+1036  125.350    0.000
00545.FTS.fixedfreq.debase 52842.508 1396.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00546.FTS.fixedfreq.debase 52843.506 1396.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00547.FTS.fixedfreq.debase 52847.495 1396.0000   -32.0 AFB       3352.0      0631+1036  125.350    0.000
00548.FTS.fixedfreq.debase 52849.489 1396.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00549.FTS.fixedfreq.debase 52856.547 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00550.FTS.fixedfreq.debase 52866.441 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00551.FTS.fixedfreq.debase 52867.439 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00552.FTS.fixedfreq.debase 52868.436 1396.0000   -32.0 AFB       2760.0      0631+1036  125.350    0.000
00553.FTS.fixedfreq.debase 52869.433 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00554.FTS.fixedfreq.debase 52870.568 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00555.FTS.fixedfreq.debase 52873.315 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00556.FTS.fixedfreq.debase 52878.467 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00557.FTS.fixedfreq.debase 52879.462 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00558.FTS.fixedfreq.debase 52882.479 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00559.FTS.fixedfreq.debase 52886.565 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00560.FTS.fixedfreq.debase 52899.143 1396.0000   -32.0 AFB        720.0      0631+1036  125.350    0.000
00561.FTS.fixedfreq.debase 52899.180 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00562.FTS.fixedfreq.debase 52914.209 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00563.FTS.fixedfreq.debase 52917.252 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00564.FTS.fixedfreq.debase 52921.349 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00565.FTS.fixedfreq.debase 52923.407 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00566.FTS.fixedfreq.debase 52925.173 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00567.FTS.fixedfreq.debase 52927.167 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00568.FTS.fixedfreq.debase 52955.107 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00569.FTS.fixedfreq.debase 52960.299 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00570.FTS.fixedfreq.debase 52964.249 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00571.FTS.fixedfreq.debase 52967.068 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00572.FTS.fixedfreq.debase 52978.177 1396.0000   -32.0 AFB        598.6      0631+1036  125.350    0.000
00573.FTS.fixedfreq.debase 52982.987 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00574.FTS.fixedfreq.debase 52988.218 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00575.FTS.fixedfreq.debase 52995.260 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00576.FTS.fixedfreq.debase 53007.213 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00577.FTS.fixedfreq.debase 53016.129 1396.0000   -32.0 AFB        957.7      0631+1036  125.350    0.000
00578.FTS.fixedfreq.debase 53019.152 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00579.FTS.fixedfreq.debase 53025.105 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00580.FTS.fixedfreq.debase 53033.087  610.0000    -4.0 AFB        957.7      0631+1036  125.350    0.000
00581.FTS.fixedfreq.debase 53036.889  610.0000    -4.0 AFB       1077.4      0631+1036  125.350    0.000
00582.FTS.fixedfreq.debase 53038.917  610.0000    -4.0 AFB       1077.4      0631+1036  125.350    0.000
00583.FTS.fixedfreq.debase 53042.051  610.0000    -4.0 AFB       1077.4      0631+1036  125.350    0.000
00584.FTS.fixedfreq.debase 53059.060 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00585.FTS.fixedfreq.debase 53064.997 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00586.FTS.fixedfreq.debase 53068.055 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00587.FTS.fixedfreq.debase 53073.805 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00588.FTS.fixedfreq.debase 53078.844 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00589.FTS.fixedfreq.debase 53080.769 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00590.FTS.fixedfreq.debase 53090.730 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00591.FTS.fixedfreq.debase 53095.684 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00592.FTS.fixedfreq.debase 53098.965 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00593.FTS.fixedfreq.debase 53102.919 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00594.FTS.fixedfreq.debase 53116.922 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00595.FTS.fixedfreq.debase 53117.700 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00596.FTS.fixedfreq.debase 53120.655 1396.0000   -32.0 AFB        957.7      0631+1036  125.350    0.000
00597.FTS.fixedfreq.debase 53153.759 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00598.FTS.fixedfreq.debase 53163.669 1396.0000   -32.0 AFB        957.7      0631+1036  125.350    0.000
00599.FTS.fixedfreq.debase 53165.496 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00600.FTS.fixedfreq.debase 53173.647 1396.0000   -32.0 AFB        718.3      0631+1036  125.350    0.000
00601.FTS.fixedfreq.debase 53202.727 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00602.FTS.fixedfreq.debase 53214.248 1396.0000   -32.0 AFB        957.7      0631+1036  125.350    0.000
00603.FTS.fixedfreq.debase 53225.260 1396.0000   -32.0 AFB        960.0      0631+1036  125.350    0.000
00604.FTS.fixedfreq.debase 53239.252 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00605.FTS.fixedfreq.debase 53241.189 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00606.FTS.fixedfreq.debase 53245.388 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00607.FTS.fixedfreq.debase 53254.305 1396.0000   -32.0 AFB        960.0      0631+1036  125.350    0.000
00608.FTS.fixedfreq.debase 53255.224 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00609.FTS.fixedfreq.debase 53287.262 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00610.FTS.fixedfreq.debase 53291.286 1396.0000   -32.0 AFB         90.1      0631+1036  125.350    0.000
00611.FTS.fixedfreq.debase 53292.190 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00612.FTS.fixedfreq.debase 53296.383 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00613.FTS.fixedfreq.debase 53403.020 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00614.FTS.fixedfreq.debase 53408.828 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00615.FTS.fixedfreq.debase 53414.842 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00616.FTS.fixedfreq.debase 53419.954 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00617.FTS.fixedfreq.debase 53425.071 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00618.FTS.fixedfreq.debase 53428.081 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00619.FTS.fixedfreq.debase 53440.968 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00620.FTS.fixedfreq.debase 53445.972 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00621.FTS.fixedfreq.debase 53449.710 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00622.FTS.fixedfreq.debase 53460.895 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00623.FTS.fixedfreq.debase 53470.844 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00624.FTS.fixedfreq.debase 53487.874 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00625.FTS.fixedfreq.debase 53494.763 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00626.FTS.fixedfreq.debase 53501.763 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00628.FTS.fixedfreq.debase 53551.693 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00629.FTS.fixedfreq.debase 53581.641 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00630.FTS.fixedfreq.debase 53598.248 1396.0000   -32.0 AFB        960.0      0631+1036  125.350    0.000
00631.FTS.fixedfreq.debase 53603.146  610.4000    -4.0 AFB       1618.7      0631+1036  125.350    0.000
00633.FTS.fixedfreq.debase 53616.260 1398.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00632.FTS.fixedfreq.debase 53616.260 1398.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00634.FTS.fixedfreq.debase 53633.289 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00635.FTS.fixedfreq.debase 53636.333 1396.0000   -32.0 AFB       3480.1      0631+1036  125.350    0.000
00636.FTS.fixedfreq.debase 53637.332 1396.0000   -32.0 AFB       3360.1      0631+1036  125.350    0.000
00637.FTS.fixedfreq.debase 53638.328 1396.0000   -32.0 AFB       3480.1      0631+1036  125.350    0.000
00638.FTS.fixedfreq.debase 53639.325 1396.0000   -32.0 AFB       3480.1      0631+1036  125.350    0.000
00639.FTS.fixedfreq.debase 53641.320 1396.0000   -32.0 AFB       3360.1      0631+1036  125.350    0.000
00640.FTS.fixedfreq.debase 53642.319 1396.0000   -32.0 AFB       3360.1      0631+1036  125.350    0.000
00641.FTS.fixedfreq.debase 53643.315 1396.0000   -32.0 AFB       3480.1      0631+1036  125.350    0.000
00642.FTS.fixedfreq.debase 53644.313 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00643.FTS.fixedfreq.debase 53645.309 1396.0000   -32.0 AFB       3240.1      0631+1036  125.350    0.000
00644.FTS.fixedfreq.debase 53646.307 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00645.FTS.fixedfreq.debase 53647.304 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00646.FTS.fixedfreq.debase 53648.301 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00647.FTS.fixedfreq.debase 53649.299 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00648.FTS.fixedfreq.debase 53650.295 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00649.FTS.fixedfreq.debase 53651.294 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00650.FTS.fixedfreq.debase 53652.290 1396.0000   -32.0 AFB       3480.1      0631+1036  125.350    0.000
00651.FTS.fixedfreq.debase 53654.286 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00652.FTS.fixedfreq.debase 53668.280 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00653.FTS.fixedfreq.debase 53680.108 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00654.FTS.fixedfreq.debase 53691.152 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00655.FTS.fixedfreq.debase 53695.297 1396.0000   -32.0 AFB        838.0      0631+1036  125.350    0.000
00656.FTS.fixedfreq.debase 53700.250 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00657.FTS.fixedfreq.debase 53727.057 1401.9993   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00658.FTS.fixedfreq.debase 53732.968 1401.9993   -32.0 AFB       1550.5      0631+1036  125.350    0.000
00659.FTS.fixedfreq.debase 53740.795 1401.9993   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00660.FTS.fixedfreq.debase 53747.112 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00661.FTS.fixedfreq.debase 53749.085 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00662.FTS.fixedfreq.debase 53756.963 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00663.FTS.fixedfreq.debase 53761.075 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00664.FTS.fixedfreq.debase 53764.094 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00665.FTS.fixedfreq.debase 53771.823 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00666.FTS.fixedfreq.debase 53776.987 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00667.FTS.fixedfreq.debase 53782.016 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00668.FTS.fixedfreq.debase 53790.037 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00669.FTS.fixedfreq.debase 53800.834 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00670.FTS.fixedfreq.debase 53805.836 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00671.FTS.fixedfreq.debase 53813.997 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00672.FTS.fixedfreq.debase 53819.799 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00673.FTS.fixedfreq.debase 53821.940 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00674.FTS.fixedfreq.debase 53828.808 1402.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00675.FTS.fixedfreq.debase 53829.804 1402.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00676.FTS.fixedfreq.debase 53830.801 1402.0000   -32.0 AFB       3232.3      0631+1036  125.350    0.000
00677.FTS.fixedfreq.debase 53831.799 1402.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00678.FTS.fixedfreq.debase 53832.796 1402.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00679.FTS.fixedfreq.debase 53833.795 1402.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00680.FTS.fixedfreq.debase 53834.791 1402.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00681.FTS.fixedfreq.debase 53846.758 1402.0000   -32.0 AFB       3232.3      0631+1036  125.350    0.000
00682.FTS.fixedfreq.debase 53847.753 1402.0000   -32.0 AFB       2633.7      0631+1036  125.350    0.000
00683.FTS.fixedfreq.debase 53853.752 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00684.FTS.fixedfreq.debase 53854.736 1402.0000   -32.0 AFB       3112.6      0631+1036  125.350    0.000
00685.FTS.fixedfreq.debase 53865.615 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00686.FTS.fixedfreq.debase 53870.783 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00687.FTS.fixedfreq.debase 53878.690 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00688.FTS.fixedfreq.debase 53898.743 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00689.FTS.fixedfreq.debase 53913.710 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00690.FTS.fixedfreq.debase 53925.510 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00691.FTS.fixedfreq.debase 53953.511 1418.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00692.FTS.fixedfreq.debase 53967.321 1418.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00693.FTS.fixedfreq.debase 53992.267 1418.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00694.FTS.fixedfreq.debase 54008.110 1418.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00695.FTS.fixedfreq.debase 54026.239 1402.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00696.FTS.fixedfreq.debase 54031.369 1402.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00697.FTS.fixedfreq.debase 54039.264 1402.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00698.FTS.fixedfreq.debase 54050.274 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00699.FTS.fixedfreq.debase 54059.187 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00700.FTS.fixedfreq.debase 54070.191 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00701.FTS.fixedfreq.debase 54078.958 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00702.FTS.fixedfreq.debase 54096.919 1402.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00703.FTS.fixedfreq.debase 54110.087 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00704.FTS.fixedfreq.debase 54119.839 1402.0000   -32.0 AFB        718.3      0631+1036  125.350    0.000
00705.FTS.fixedfreq.debase 54129.123 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00706.FTS.fixedfreq.debase 54150.621 1402.0000   -32.0 AFB        345.9      0631+1036  125.350    0.000
00707.FTS.fixedfreq.debase 54165.806 1402.0000   -32.0 AFB       3417.6      0631+1036  125.350    0.000
00708.FTS.fixedfreq.debase 54169.833 1402.0000   -32.0 AFB       3597.4      0631+1036  125.350    0.000
00709.FTS.fixedfreq.debase 54179.842 1402.0000   -32.0 AFB      13850.1      0631+1036  125.350    0.000
00710.FTS.fixedfreq.debase 54193.797 1402.0000   -32.0 AFB       3597.4      0631+1036  125.350    0.000
00711.FTS.fixedfreq.debase 54206.836 1402.0000   -32.0 AFB       9353.3      0631+1036  125.350    0.000
00712.FTS.fixedfreq.debase 54220.776 1402.0000   -32.0 AFB       3597.4      0631+1036  125.350    0.000
00713.FTS.fixedfreq.debase 54226.846 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00714.FTS.fixedfreq.debase 54238.637 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00715.FTS.fixedfreq.debase 54243.655 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00716.FTS.fixedfreq.debase 54279.716 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00717.FTS.fixedfreq.debase 54295.547 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00718.FTS.fixedfreq.debase 54303.606 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00719.FTS.fixedfreq.debase 54326.580 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00720.FTS.fixedfreq.debase 54338.244 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00721.FTS.fixedfreq.debase 54350.413 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00722.FTS.fixedfreq.debase 54353.412 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00723.FTS.fixedfreq.debase 54357.480 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00724.FTS.fixedfreq.debase 54364.336  609.5000    -4.0 AFB       1618.9      0631+1036  125.350    0.000
00725.FTS.fixedfreq.debase 54368.244  609.5000    -4.0 AFB       1618.9      0631+1036  125.350    0.000
00726.FTS.fixedfreq.debase 54375.191  609.5000    -4.0 AFB       1618.9      0631+1036  125.350    0.000
00727.FTS.fixedfreq.debase 54380.388  609.5000    -4.0 AFB       1439.0      0631+1036  125.350    0.000
00728.FTS.fixedfreq.debase 54395.329 1402.0000   -32.0 AFB        957.8      0631+1036  125.350    0.000
00729.FTS.fixedfreq.debase 54401.042 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00730.FTS.fixedfreq.debase 54408.338 1402.0000   -32.0 AFB        718.3      0631+1036  125.350    0.000
00731.FTS.fixedfreq.debase 54411.188 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00732.FTS.fixedfreq.debase 54422.179 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00733.FTS.fixedfreq.debase 54426.238 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00734.FTS.fixedfreq.debase 54431.299 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00735.FTS.fixedfreq.debase 54437.102 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00736.FTS.fixedfreq.debase 54441.221 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00737.FTS.fixedfreq.debase 54446.967 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00738.FTS.fixedfreq.debase 54455.974 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00739.FTS.fixedfreq.debase 54462.978 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00740.FTS.fixedfreq.debase 54468.019 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00741.FTS.fixedfreq.debase 54473.133 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00742.FTS.fixedfreq.debase 54498.824 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00743.FTS.fixedfreq.debase 54508.881 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00744.FTS.fixedfreq.debase 54516.792 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00745.FTS.fixedfreq.debase 54541.801 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00746.FTS.fixedfreq.debase 54555.604 1402.0000   -32.0 AFB       2155.0      0631+1036  125.350    0.000
00747.FTS.fixedfreq.debase 54569.779 1402.0000   -32.0 AFB       3112.8      0631+1036  125.350    0.000
00748.FTS.fixedfreq.debase 54592.841 1402.0000   -32.0 AFB        957.8      0631+1036  125.350    0.000
00749.FTS.fixedfreq.debase 54617.624 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00750.FTS.fixedfreq.debase 54625.799 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
