filename                         MJD Frequency   bandw backend   length           name       DM       RM
00251.FTS.fixedfreq.debase 51133.195 1376.0000   -96.0 AFB       1080.0      0631+1036  125.350    0.000
00252.FTS.fixedfreq.debase 51136.132 1376.0000   -96.0 AFB       1080.0      0631+1036  125.350    0.000
00253.FTS.fixedfreq.debase 51140.339 1376.0000   -96.0 AFB       1080.0      0631+1036  125.350    0.000
00254.FTS.fixedfreq.debase 51149.007 1376.0000   -96.0 AFB       1080.0      0631+1036  125.350    0.000
00255.FTS.fixedfreq.debase 51153.163 1376.0000   -96.0 AFB       1080.0      0631+1036  125.350    0.000
00256.FTS.fixedfreq.debase 51156.070  610.5000    -4.0 AFB       1618.7      0631+1036  125.350    0.000
00257.FTS.fixedfreq.debase 51161.169  610.5000    -4.0 AFB       1618.7      0631+1036  125.350    0.000
00258.FTS.fixedfreq.debase 51164.151  610.5000    -4.0 AFB       1618.7      0631+1036  125.350    0.000
00259.FTS.fixedfreq.debase 51170.126  610.5000    -4.0 AFB       1618.7      0631+1036  125.350    0.000
00260.FTS.fixedfreq.debase 51177.892  610.5000    -4.0 AFB       1618.7      0631+1036  125.350    0.000
00261.FTS.fixedfreq.debase 51181.134  610.5000    -4.0 AFB       1618.7      0631+1036  125.350    0.000
00262.FTS.fixedfreq.debase 51183.978 1376.0000   -96.0 AFB        838.0      0631+1036  125.350    0.000
00263.FTS.fixedfreq.debase 51187.973 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00264.FTS.fixedfreq.debase 51189.022 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00265.FTS.fixedfreq.debase 51212.666 1376.0000   -96.0 AFB        957.7      0631+1036  125.350    0.000
00266.FTS.fixedfreq.debase 51228.830 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00267.FTS.fixedfreq.debase 51230.960 1376.0000   -96.0 AFB        957.7      0631+1036  125.350    0.000
00268.FTS.fixedfreq.debase 51237.805 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00269.FTS.fixedfreq.debase 51239.904 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00270.FTS.fixedfreq.debase 51243.805 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00271.FTS.fixedfreq.debase 51249.657 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00272.FTS.fixedfreq.debase 51252.860 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00273.FTS.fixedfreq.debase 51255.686 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00274.FTS.fixedfreq.debase 51258.698 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00275.FTS.fixedfreq.debase 51260.767 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00276.FTS.fixedfreq.debase 51271.695 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00277.FTS.fixedfreq.debase 51281.731 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00278.FTS.fixedfreq.debase 51286.786 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00279.FTS.fixedfreq.debase 51304.562 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00280.FTS.fixedfreq.debase 51306.765 1376.0000   -96.0 AFB       1077.4      0631+1036  125.350    0.000
00281.FTS.fixedfreq.debase 51364.648 1380.0000   -96.0 AFB       3360.0      0631+1036  125.350    0.000
00282.FTS.fixedfreq.debase 51365.724 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00283.FTS.fixedfreq.debase 51366.550 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00284.FTS.fixedfreq.debase 51367.554 1380.0000   -96.0 AFB       1010.4      0631+1036  125.350    0.000
00285.FTS.fixedfreq.debase 51367.642 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00286.FTS.fixedfreq.debase 51368.548 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00287.FTS.fixedfreq.debase 51369.602 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00288.FTS.fixedfreq.debase 51370.608 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00289.FTS.fixedfreq.debase 51371.527 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00290.FTS.fixedfreq.debase 51372.669 1380.0000   -96.0 AFB       2877.7      0631+1036  125.350    0.000
00291.FTS.fixedfreq.debase 51372.730 1380.0000   -96.0 AFB       3417.3      0631+1036  125.350    0.000
00292.FTS.fixedfreq.debase 51373.619 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00293.FTS.fixedfreq.debase 51374.604 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00294.FTS.fixedfreq.debase 51375.708 1380.0000   -96.0 AFB       3057.5      0631+1036  125.350    0.000
00295.FTS.fixedfreq.debase 51376.337 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00296.FTS.fixedfreq.debase 51377.333 1380.0000   -96.0 AFB       3417.3      0631+1036  125.350    0.000
00297.FTS.fixedfreq.debase 51378.483 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00298.FTS.fixedfreq.debase 51379.480 1380.0000   -96.0 AFB       3417.3      0631+1036  125.350    0.000
00299.FTS.fixedfreq.debase 51381.651 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00300.FTS.fixedfreq.debase 51382.556 1380.0000   -96.0 AFB       3417.3      0631+1036  125.350    0.000
00301.FTS.fixedfreq.debase 51385.578 1380.0000   -96.0 AFB       3417.3      0631+1036  125.350    0.000
00302.FTS.fixedfreq.debase 51386.421 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00303.FTS.fixedfreq.debase 51387.430 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00304.FTS.fixedfreq.debase 51388.447 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00305.FTS.fixedfreq.debase 51389.425 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00306.FTS.fixedfreq.debase 51390.359 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00307.FTS.fixedfreq.debase 51391.316 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00308.FTS.fixedfreq.debase 51391.600 1380.0000   -96.0 AFB       2877.7      0631+1036  125.350    0.000
00309.FTS.fixedfreq.debase 51392.337 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00310.FTS.fixedfreq.debase 51393.314 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00311.FTS.fixedfreq.debase 51394.441 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00312.FTS.fixedfreq.debase 51395.482 1380.0000   -96.0 AFB       3417.3      0631+1036  125.350    0.000
00313.FTS.fixedfreq.debase 51396.462 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00314.FTS.fixedfreq.debase 51397.564 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00315.FTS.fixedfreq.debase 51398.436 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00316.FTS.fixedfreq.debase 51399.415 1380.0000   -96.0 AFB       3417.3      0631+1036  125.350    0.000
00317.FTS.fixedfreq.debase 51400.448 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00318.FTS.fixedfreq.debase 51401.463 1380.0000   -96.0 AFB       3057.5      0631+1036  125.350    0.000
00319.FTS.fixedfreq.debase 51401.516 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00320.FTS.fixedfreq.debase 51402.359 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00321.FTS.fixedfreq.debase 51403.372 1380.0000   -96.0 AFB       3417.3      0631+1036  125.350    0.000
00322.FTS.fixedfreq.debase 51404.500 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00323.FTS.fixedfreq.debase 51405.459 1380.0000   -96.0 AFB       3597.1      0631+1036  125.350    0.000
00324.FTS.fixedfreq.debase 51411.226 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00325.FTS.fixedfreq.debase 51432.442 1396.0000   -32.0 AFB       3597.1      0631+1036  125.350    0.000
00326.FTS.fixedfreq.debase 51433.369 1396.0000   -32.0 AFB       3597.1      0631+1036  125.350    0.000
00327.FTS.fixedfreq.debase 51435.258 1396.0000   -32.0 AFB       3597.1      0631+1036  125.350    0.000
00328.FTS.fixedfreq.debase 51439.276 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00329.FTS.fixedfreq.debase 51452.155 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00330.FTS.fixedfreq.debase 51453.237  610.5000    -4.0 AFB       1618.7      0631+1036  125.350    0.000
00331.FTS.fixedfreq.debase 51459.268  610.5000    -4.0 AFB       1438.8      0631+1036  125.350    0.000
00332.FTS.fixedfreq.debase 51463.336 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00333.FTS.fixedfreq.debase 51467.154 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00334.FTS.fixedfreq.debase 51469.351 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00335.FTS.fixedfreq.debase 51475.279 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00336.FTS.fixedfreq.debase 51502.188 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00337.FTS.fixedfreq.debase 51505.153 1396.0000   -32.0 AFB         56.1      0631+1036  125.350    0.000
00338.FTS.fixedfreq.debase 51505.267 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00339.FTS.fixedfreq.debase 51515.093 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00340.FTS.fixedfreq.debase 51540.922 1396.0000   -32.0 AFB        838.0      0631+1036  125.350    0.000
00341.FTS.fixedfreq.debase 51544.882 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00342.FTS.fixedfreq.debase 51562.927 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00343.FTS.fixedfreq.debase 51579.853 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00344.FTS.fixedfreq.debase 51583.929 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00345.FTS.fixedfreq.debase 51589.830 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00346.FTS.fixedfreq.debase 51595.852 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00347.FTS.fixedfreq.debase 51601.908 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00348.FTS.fixedfreq.debase 51606.825 1396.0000   -32.0 AFB        957.7      0631+1036  125.350    0.000
00349.FTS.fixedfreq.debase 51611.763 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00350.FTS.fixedfreq.debase 51614.899 1396.0000   -32.0 AFB        718.3      0631+1036  125.350    0.000
00351.FTS.fixedfreq.debase 51616.753 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00352.FTS.fixedfreq.debase 51621.945 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00353.FTS.fixedfreq.debase 51627.797 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00354.FTS.fixedfreq.debase 51632.867 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00355.FTS.fixedfreq.debase 51641.766 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00356.FTS.fixedfreq.debase 51669.884 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00357.FTS.fixedfreq.debase 51689.742 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00358.FTS.fixedfreq.debase 51693.488 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00359.FTS.fixedfreq.debase 51706.712 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00360.FTS.fixedfreq.debase 51713.706 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00361.FTS.fixedfreq.debase 51805.169 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00362.FTS.fixedfreq.debase 51814.386 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00363.FTS.fixedfreq.debase 51817.503 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00364.FTS.fixedfreq.debase 51820.379 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00365.FTS.fixedfreq.debase 51823.315 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00366.FTS.fixedfreq.debase 51827.285 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00367.FTS.fixedfreq.debase 51843.234 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00368.FTS.fixedfreq.debase 51849.991 1396.0000   -32.0 AFB        960.0      0631+1036  125.350    0.000
00369.FTS.fixedfreq.debase 51857.100 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00370.FTS.fixedfreq.debase 51871.097 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00371.FTS.fixedfreq.debase 51899.174 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00372.FTS.fixedfreq.debase 51903.963 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00373.FTS.fixedfreq.debase 51908.137 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00374.FTS.fixedfreq.debase 51911.131 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00375.FTS.fixedfreq.debase 51928.974 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00376.FTS.fixedfreq.debase 51954.050 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00377.FTS.fixedfreq.debase 51965.008 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00378.FTS.fixedfreq.debase 51970.761 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00379.FTS.fixedfreq.debase 51980.655 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00380.FTS.fixedfreq.debase 52080.740 1396.0000   -32.0 AFB       7194.4      0631+1036  125.350    0.000
00381.FTS.fixedfreq.debase 52081.652 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00382.FTS.fixedfreq.debase 52084.644 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00383.FTS.fixedfreq.debase 52085.642 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00384.FTS.fixedfreq.debase 52087.638 1396.0000   -32.0 AFB       7194.4      0631+1036  125.350    0.000
00385.FTS.fixedfreq.debase 52088.636 1396.0000   -32.0 AFB       6654.8      0631+1036  125.350    0.000
00386.FTS.fixedfreq.debase 52092.623 1396.0000   -32.0 AFB       6834.6      0631+1036  125.350    0.000
00387.FTS.fixedfreq.debase 52093.596 1396.0000   -32.0 AFB       3057.6      0631+1036  125.350    0.000
00388.FTS.fixedfreq.debase 52094.617 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00389.FTS.fixedfreq.debase 52095.616 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00390.FTS.fixedfreq.debase 52102.597 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00391.FTS.fixedfreq.debase 52109.611 1396.0000   -32.0 AFB       1259.0      0631+1036  125.350    0.000
00392.FTS.fixedfreq.debase 52110.574 1396.0000   -32.0 AFB       7194.4      0631+1036  125.350    0.000
00393.FTS.fixedfreq.debase 52114.564 1396.0000   -32.0 AFB       7194.4      0631+1036  125.350    0.000
00394.FTS.fixedfreq.debase 52115.561 1396.0000   -32.0 AFB       7194.4      0631+1036  125.350    0.000
00395.FTS.fixedfreq.debase 52116.558 1396.0000   -32.0 AFB       7194.4      0631+1036  125.350    0.000
00396.FTS.fixedfreq.debase 52117.555 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00397.FTS.fixedfreq.debase 52122.540 1396.0000   -32.0 AFB       6834.6      0631+1036  125.350    0.000
00398.FTS.fixedfreq.debase 52123.537 1396.0000   -32.0 AFB       6654.8      0631+1036  125.350    0.000
00399.FTS.fixedfreq.debase 52124.536 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00400.FTS.fixedfreq.debase 52128.539 1396.0000   -32.0 AFB       4496.5      0631+1036  125.350    0.000
00401.FTS.fixedfreq.debase 52129.521 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00402.FTS.fixedfreq.debase 52131.516 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00403.FTS.fixedfreq.debase 52135.505 1396.0000   -32.0 AFB       6654.8      0631+1036  125.350    0.000
00404.FTS.fixedfreq.debase 52137.500 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00405.FTS.fixedfreq.debase 52138.497 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00406.FTS.fixedfreq.debase 52153.456 1396.0000   -32.0 AFB       6474.9      0631+1036  125.350    0.000
00407.FTS.fixedfreq.debase 52154.453 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00408.FTS.fixedfreq.debase 52157.446 1396.0000   -32.0 AFB       7194.4      0631+1036  125.350    0.000
00409.FTS.fixedfreq.debase 52158.446 1396.0000   -32.0 AFB       6834.6      0631+1036  125.350    0.000
00410.FTS.fixedfreq.debase 52159.440 1396.0000   -32.0 AFB       7194.4      0631+1036  125.350    0.000
00411.FTS.fixedfreq.debase 52173.401 1396.0000   -32.0 AFB       7014.5      0631+1036  125.350    0.000
00412.FTS.fixedfreq.debase 52179.386 1396.0000   -32.0 AFB       7194.4      0631+1036  125.350    0.000
00413.FTS.fixedfreq.debase 52193.349 1396.0000   -32.0 AFB       6474.9      0631+1036  125.350    0.000
00414.FTS.fixedfreq.debase 52200.329 1396.0000   -32.0 AFB       7194.4      0631+1036  125.350    0.000
00415.FTS.fixedfreq.debase 52240.168 1396.0000   -32.0 AFB       5395.8      0631+1036  125.350    0.000
00416.FTS.fixedfreq.debase 52242.163 1396.0000   -32.0 AFB       5395.8      0631+1036  125.350    0.000
00417.FTS.fixedfreq.debase 52243.159 1396.0000   -32.0 AFB       5215.9      0631+1036  125.350    0.000
00418.FTS.fixedfreq.debase 52244.157 1396.0000   -32.0 AFB       5395.8      0631+1036  125.350    0.000
00419.FTS.fixedfreq.debase 52245.153 1396.0000   -32.0 AFB       5215.9      0631+1036  125.350    0.000
00420.FTS.fixedfreq.debase 52246.150 1396.0000   -32.0 AFB       5215.9      0631+1036  125.350    0.000
00421.FTS.fixedfreq.debase 52248.146 1396.0000   -32.0 AFB       5395.8      0631+1036  125.350    0.000
00422.FTS.fixedfreq.debase 52249.142 1396.0000   -32.0 AFB       5215.9      0631+1036  125.350    0.000
00423.FTS.fixedfreq.debase 52250.139 1396.0000   -32.0 AFB       5215.9      0631+1036  125.350    0.000
00424.FTS.fixedfreq.debase 52251.137 1396.0000   -32.0 AFB       5395.8      0631+1036  125.350    0.000
00425.FTS.fixedfreq.debase 52252.135 1396.0000   -32.0 AFB       5395.8      0631+1036  125.350    0.000
00426.FTS.fixedfreq.debase 52253.131 1396.0000   -32.0 AFB       4676.3      0631+1036  125.350    0.000
00427.FTS.fixedfreq.debase 52254.126 1396.0000   -32.0 AFB       4136.8      0631+1036  125.350    0.000
00428.FTS.fixedfreq.debase 52255.127 1396.0000   -32.0 AFB       5395.8      0631+1036  125.350    0.000
00429.FTS.fixedfreq.debase 52256.124 1396.0000   -32.0 AFB       5395.8      0631+1036  125.350    0.000
00430.FTS.fixedfreq.debase 52257.122 1396.0000   -32.0 AFB       5395.8      0631+1036  125.350    0.000
00431.FTS.fixedfreq.debase 52258.117 1396.0000   -32.0 AFB       5215.9      0631+1036  125.350    0.000
00432.FTS.fixedfreq.debase 52259.116 1396.0000   -32.0 AFB       5395.8      0631+1036  125.350    0.000
00433.FTS.fixedfreq.debase 52260.114 1396.0000   -32.0 AFB       5395.8      0631+1036  125.350    0.000
00434.FTS.fixedfreq.debase 52261.110 1396.0000   -32.0 AFB       5215.9      0631+1036  125.350    0.000
00435.FTS.fixedfreq.debase 52272.923 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00436.FTS.fixedfreq.debase 52275.136 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00437.FTS.fixedfreq.debase 52305.165 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00438.FTS.fixedfreq.debase 52313.831 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00439.FTS.fixedfreq.debase 52324.845 1396.0000   -32.0 AFB       1077.4      0631+1036  125.350    0.000
00440.FTS.fixedfreq.debase 52348.869 1396.0000   -32.0 AFB       5215.9      0631+1036  125.350    0.000
00441.FTS.fixedfreq.debase 52350.868 1396.0000   -32.0 AFB       4496.5      0631+1036  125.350    0.000
00442.FTS.fixedfreq.debase 52351.861 1396.0000   -32.0 AFB       5215.9      0631+1036  125.350    0.000
00443.FTS.fixedfreq.debase 52352.859 1396.0000   -32.0 AFB       5215.9      0631+1036  125.350    0.000
00444.FTS.fixedfreq.debase 52355.850 1396.0000   -32.0 AFB       5215.9      0631+1036  125.350    0.000
00445.FTS.fixedfreq.debase 52358.843 1396.0000   -32.0 AFB       5395.8      0631+1036  125.350    0.000
00446.FTS.fixedfreq.debase 52446.602 1396.0000   -32.0 AFB       4856.2      0631+1036  125.350    0.000
00447.FTS.fixedfreq.debase 52447.598 1396.0000   -32.0 AFB       4676.3      0631+1036  125.350    0.000
00448.FTS.fixedfreq.debase 52448.597 1396.0000   -32.0 AFB       5036.1      0631+1036  125.350    0.000
00449.FTS.fixedfreq.debase 52449.595 1396.0000   -32.0 AFB       4676.3      0631+1036  125.350    0.000
00450.FTS.fixedfreq.debase 52450.591 1396.0000   -32.0 AFB       4856.2      0631+1036  125.350    0.000
00451.FTS.fixedfreq.debase 52451.589 1396.0000   -32.0 AFB       4856.2      0631+1036  125.350    0.000
00452.FTS.fixedfreq.debase 52455.572 1396.0000   -32.0 AFB       3417.3      0631+1036  125.350    0.000
00453.FTS.fixedfreq.debase 52456.575 1396.0000   -32.0 AFB       4856.2      0631+1036  125.350    0.000
00454.FTS.fixedfreq.debase 52457.571 1396.0000   -32.0 AFB       4856.2      0631+1036  125.350    0.000
00455.FTS.fixedfreq.debase 52461.561 1396.0000   -32.0 AFB       4549.1      0631+1036  125.350    0.000
00456.FTS.fixedfreq.debase 52462.558 1396.0000   -32.0 AFB       4549.1      0631+1036  125.350    0.000
00457.FTS.fixedfreq.debase 52463.553 1396.0000   -32.0 AFB       2154.9      0631+1036  125.350    0.000
00458.FTS.fixedfreq.debase 52464.553 1396.0000   -32.0 AFB       4668.9      0631+1036  125.350    0.000
00459.FTS.fixedfreq.debase 52465.550 1396.0000   -32.0 AFB       4549.1      0631+1036  125.350    0.000
00460.FTS.fixedfreq.debase 52466.546 1396.0000   -32.0 AFB       4429.4      0631+1036  125.350    0.000
00461.FTS.fixedfreq.debase 52471.534 1396.0000   -32.0 AFB       4668.9      0631+1036  125.350    0.000
00462.FTS.fixedfreq.debase 52472.558 1396.0000   -32.0 AFB        598.6      0631+1036  125.350    0.000
00463.FTS.fixedfreq.debase 52473.529 1396.0000   -32.0 AFB       4429.4      0631+1036  125.350    0.000
00464.FTS.fixedfreq.debase 52474.527 1396.0000   -32.0 AFB       4549.1      0631+1036  125.350    0.000
00465.FTS.fixedfreq.debase 52475.517 1396.0000   -32.0 AFB       3830.9      0631+1036  125.350    0.000
00466.FTS.fixedfreq.debase 52479.512 1396.0000   -32.0 AFB       4680.1      0631+1036  125.350    0.000
00467.FTS.fixedfreq.debase 52480.508 1396.0000   -32.0 AFB       3360.1      0631+1036  125.350    0.000
00468.FTS.fixedfreq.debase 52481.507 1396.0000   -32.0 AFB       4800.1      0631+1036  125.350    0.000
00469.FTS.fixedfreq.debase 52482.504 1396.0000   -32.0 AFB       4800.1      0631+1036  125.350    0.000
00470.FTS.fixedfreq.debase 52485.502 1396.0000   -32.0 AFB       3720.1      0631+1036  125.350    0.000
00471.FTS.fixedfreq.debase 52486.486 1396.0000   -32.0 AFB        600.0      0631+1036  125.350    0.000
00472.FTS.fixedfreq.debase 52492.482 1396.0000   -32.0 AFB        600.0      0631+1036  125.350    0.000
00473.FTS.fixedfreq.debase 52493.460 1396.0000   -32.0 AFB       2280.0      0631+1036  125.350    0.000
00474.FTS.fixedfreq.debase 52498.451 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00475.FTS.fixedfreq.debase 52499.447 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00476.FTS.fixedfreq.debase 52500.444 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00477.FTS.fixedfreq.debase 52501.441 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00478.FTS.fixedfreq.debase 52507.427 1396.0000   -32.0 AFB       2880.0      0631+1036  125.350    0.000
00479.FTS.fixedfreq.debase 52508.422 1396.0000   -32.0 AFB       3240.1      0631+1036  125.350    0.000
00480.FTS.fixedfreq.debase 52509.420 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00481.FTS.fixedfreq.debase 52510.417 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00482.FTS.fixedfreq.debase 52511.413 1396.0000   -32.0 AFB       2880.0      0631+1036  125.350    0.000
00483.FTS.fixedfreq.debase 52516.401 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00484.FTS.fixedfreq.debase 52517.398 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00485.FTS.fixedfreq.debase 52518.395 1396.0000   -32.0 AFB       3240.1      0631+1036  125.350    0.000
00486.FTS.fixedfreq.debase 52519.392 1396.0000   -32.0 AFB       3114.0      0631+1036  125.350    0.000
00487.FTS.fixedfreq.debase 52520.391 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00488.FTS.fixedfreq.debase 52523.381 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00489.FTS.fixedfreq.debase 52527.358 1396.0000   -32.0 AFB       1080.0      0631+1036  125.350    0.000
00490.FTS.fixedfreq.debase 52527.384 1396.0000   -32.0 AFB        840.0      0631+1036  125.350    0.000
00491.FTS.fixedfreq.debase 52531.360 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00492.FTS.fixedfreq.debase 52532.357 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00493.FTS.fixedfreq.debase 52535.349 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00494.FTS.fixedfreq.debase 52537.343 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00495.FTS.fixedfreq.debase 52538.340 1396.0000   -32.0 AFB       3240.1      0631+1036  125.350    0.000
00496.FTS.fixedfreq.debase 52539.338 1396.0000   -32.0 AFB       3120.1      0631+1036  125.350    0.000
00497.FTS.fixedfreq.debase 52542.330 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00498.FTS.fixedfreq.debase 52543.326 1396.0000   -32.0 AFB       3000.1      0631+1036  125.350    0.000
00499.FTS.fixedfreq.debase 52544.323 1396.0000   -32.0 AFB       3240.1      0631+1036  125.350    0.000
