min_points,window_days,step_days,n_windows_rank1,n_fit_points,n_inliers,inlier_fraction,rmse_inlier,wrmse_inlier,r2_inlier,slope_days_per_day,intercept_days
100,3100.0,3200.0,4,4,3,0.75,7.391242779864835,7.689914991569337,0.9878217109757838,-0.018145506138067282,946.8713945832809
150,3100.0,3200.0,4,4,3,0.75,7.391242779864835,7.689914991569337,0.9878217109757838,-0.018145506138067282,946.8713945832809
200,3100.0,3200.0,4,4,3,0.75,7.391242779864835,7.689914991569337,0.9878217109757838,-0.018145506138067282,946.8713945832809
50,3200.0,3000.0,4,4,3,0.75,7.2488944625683365,7.715339254311664,0.9915259794990611,-0.02238278516930001,918.4367933784195
100,3200.0,3000.0,4,4,3,0.75,7.2488944625683365,7.715339254311664,0.9915259794990611,-0.02238278516930001,918.4367933784195
150,3200.0,3000.0,4,4,3,0.75,7.2488944625683365,7.715339254311664,0.9915259794990611,-0.02238278516930001,918.4367933784195
200,3200.0,3000.0,4,4,3,0.75,7.2488944625683365,7.715339254311664,0.9915259794990611,-0.02238278516930001,918.4367933784195
250,3200.0,3000.0,4,4,3,0.75,7.2488944625683365,7.715339254311664,0.9915259794990611,-0.02238278516930001,918.4367933784195
300,3200.0,3000.0,4,4,3,0.75,7.2488944625683365,7.715339254311664,0.9915259794990611,-0.02238278516930001,918.4367933784195
350,3200.0,3000.0,4,4,3,0.75,7.2488944625683365,7.715339254311664,0.9915259794990611,-0.02238278516930001,918.4367933784195
50,2500.0,2700.0,4,4,3,0.75,6.9285727578457825,7.846425423527308,0.9992471181770951,0.11449820902658553,710.1956199091752
100,2500.0,2700.0,4,4,3,0.75,6.9285727578457825,7.846425423527308,0.9992471181770951,0.11449820902658553,710.1956199091752
150,2500.0,2700.0,4,4,3,0.75,6.9285727578457825,7.846425423527308,0.9992471181770951,0.11449820902658553,710.1956199091752
200,2500.0,2700.0,4,4,3,0.75,6.9285727578457825,7.846425423527308,0.9992471181770951,0.11449820902658553,710.1956199091752
250,2500.0,2700.0,4,4,3,0.75,6.9285727578457825,7.846425423527308,0.9992471181770951,0.11449820902658553,710.1956199091752
300,2500.0,2700.0,4,4,3,0.75,6.9285727578457825,7.846425423527308,0.9992471181770951,0.11449820902658553,710.1956199091752
50,3100.0,3400.0,4,4,3,0.75,8.880823749552198,8.427832797730565,0.9979816320642889,-0.05345296735208927,763.2885922858886
50,2600.0,2900.0,4,4,3,0.75,7.865176759112276,8.529971791192756,0.9699415144595214,0.019667460571380725,877.8253726316499
100,2600.0,2900.0,4,4,3,0.75,7.865176759112276,8.529971791192756,0.9699415144595214,0.019667460571380725,877.8253726316499
150,2600.0,2900.0,4,4,3,0.75,7.865176759112276,8.529971791192756,0.9699415144595214,0.019667460571380725,877.8253726316499
200,2600.0,2900.0,4,4,3,0.75,7.865176759112276,8.529971791192756,0.9699415144595214,0.019667460571380725,877.8253726316499
250,2600.0,2900.0,4,4,3,0.75,7.865176759112276,8.529971791192756,0.9699415144595214,0.019667460571380725,877.8253726316499
300,2600.0,2900.0,4,4,3,0.75,7.865176759112276,8.529971791192756,0.9699415144595214,0.019667460571380725,877.8253726316499
50,2800.0,2900.0,4,4,3,0.75,8.761835075008674,8.99459422660945,0.9635344503151136,0.0201823617653217,889.561548144399
100,2800.0,2900.0,4,4,3,0.75,8.761835075008674,8.99459422660945,0.9635344503151136,0.0201823617653217,889.561548144399
150,2800.0,2900.0,4,4,3,0.75,8.761835075008674,8.99459422660945,0.9635344503151136,0.0201823617653217,889.561548144399
200,2800.0,2900.0,4,4,3,0.75,8.761835075008674,8.99459422660945,0.9635344503151136,0.0201823617653217,889.561548144399
250,2800.0,2900.0,4,4,3,0.75,8.761835075008674,8.99459422660945,0.9635344503151136,0.0201823617653217,889.561548144399
300,2800.0,2900.0,4,4,3,0.75,8.761835075008674,8.99459422660945,0.9635344503151136,0.0201823617653217,889.561548144399
50,2900.0,3200.0,4,4,3,0.75,9.783398588662047,10.169952730478439,0.984014386446086,-0.020735455883947124,941.8276685310743
100,2900.0,3200.0,4,4,3,0.75,9.783398588662047,10.169952730478439,0.984014386446086,-0.020735455883947124,941.8276685310743
150,2900.0,3200.0,4,4,3,0.75,9.783398588662047,10.169952730478439,0.984014386446086,-0.020735455883947124,941.8276685310743
200,2900.0,3200.0,4,4,3,0.75,9.783398588662047,10.169952730478439,0.984014386446086,-0.020735455883947124,941.8276685310743
50,3100.0,2700.0,4,4,3,0.75,8.898542630997325,10.20072059237235,0.9914038437369571,-0.028947328965456508,915.1147497132652
100,3100.0,2700.0,4,4,3,0.75,8.898542630997325,10.20072059237235,0.9914038437369571,-0.028947328965456508,915.1147497132652
150,3100.0,2700.0,4,4,3,0.75,8.898542630997325,10.20072059237235,0.9914038437369571,-0.028947328965456508,915.1147497132652
200,3100.0,2700.0,4,4,3,0.75,8.898542630997325,10.20072059237235,0.9914038437369571,-0.028947328965456508,915.1147497132652
250,3100.0,2700.0,4,4,3,0.75,8.898542630997325,10.20072059237235,0.9914038437369571,-0.028947328965456508,915.1147497132652
