min_points,window_days,step_days,n_windows_rank1,n_fit_points,n_inliers,inlier_fraction,rmse_inlier,wrmse_inlier,r2_inlier,slope_days_per_day,intercept_days
300,3100.0,2700.0,4,4,3,0.75,8.898542630997325,10.20072059237235,0.9914038437369571,-0.028947328965456508,915.1147497132652
350,3100.0,2700.0,4,4,3,0.75,8.898542630997325,10.20072059237235,0.9914038437369571,-0.028947328965456508,915.1147497132652
400,3100.0,2700.0,4,4,3,0.75,8.898542630997325,10.20072059237235,0.9914038437369571,-0.028947328965456508,915.1147497132652
100,3400.0,2600.0,4,4,3,0.75,9.667248574091406,10.214974459194524,0.9950650695293604,0.06706290943514623,686.2223905839691
150,3400.0,2600.0,4,4,3,0.75,9.667248574091406,10.214974459194524,0.9950650695293604,0.06706290943514623,686.2223905839691
200,3400.0,2600.0,4,4,3,0.75,9.667248574091406,10.214974459194524,0.9950650695293604,0.06706290943514623,686.2223905839691
250,3400.0,2600.0,4,4,3,0.75,9.667248574091406,10.214974459194524,0.9950650695293604,0.06706290943514623,686.2223905839691
300,3400.0,2600.0,4,4,3,0.75,9.667248574091406,10.214974459194524,0.9950650695293604,0.06706290943514623,686.2223905839691
350,3400.0,2600.0,4,4,3,0.75,9.667248574091406,10.214974459194524,0.9950650695293604,0.06706290943514623,686.2223905839691
400,3400.0,2600.0,4,4,3,0.75,9.667248574091406,10.214974459194524,0.9950650695293604,0.06706290943514623,686.2223905839691
450,3400.0,2600.0,4,4,3,0.75,9.667248574091406,10.214974459194524,0.9950650695293604,0.06706290943514623,686.2223905839691
500,3400.0,2600.0,4,4,3,0.75,9.667248574091406,10.214974459194524,0.9950650695293604,0.06706290943514623,686.2223905839691
50,2900.0,2700.0,4,4,3,0.75,8.942048301937012,10.35738234941379,0.9927560641038259,-0.03137446812086063,910.1977594567392
100,2900.0,2700.0,4,4,3,0.75,8.942048301937012,10.35738234941379,0.9927560641038259,-0.03137446812086063,910.1977594567392
150,2900.0,2700.0,4,4,3,0.75,8.942048301937012,10.35738234941379,0.9927560641038259,-0.03137446812086063,910.1977594567392
200,2900.0,2700.0,4,4,3,0.75,8.942048301937012,10.35738234941379,0.9927560641038259,-0.03137446812086063,910.1977594567392
250,2900.0,2700.0,4,4,3,0.75,8.942048301937012,10.35738234941379,0.9927560641038259,-0.03137446812086063,910.1977594567392
300,2900.0,2700.0,4,4,3,0.75,8.942048301937012,10.35738234941379,0.9927560641038259,-0.03137446812086063,910.1977594567392
350,2900.0,2700.0,4,4,3,0.75,8.942048301937012,10.35738234941379,0.9927560641038259,-0.03137446812086063,910.1977594567392
50,3400.0,3100.0,4,4,3,0.75,10.545006700385095,11.132150525711035,0.9708527760212785,-0.017171291944196646,943.6272278067651
100,3400.0,3100.0,4,4,3,0.75,10.545006700385095,11.132150525711035,0.9708527760212785,-0.017171291944196646,943.6272278067651
150,3400.0,3100.0,4,4,3,0.75,10.545006700385095,11.132150525711035,0.9708527760212785,-0.017171291944196646,943.6272278067651
200,3400.0,3100.0,4,4,3,0.75,10.545006700385095,11.132150525711035,0.9708527760212785,-0.017171291944196646,943.6272278067651
250,3400.0,3100.0,4,4,3,0.75,10.545006700385095,11.132150525711035,0.9708527760212785,-0.017171291944196646,943.6272278067651
50,2800.0,2700.0,4,4,3,0.75,10.135199565564093,11.80154972066629,0.991195265728006,-0.032059568358797655,913.0650038124813
100,2800.0,2700.0,4,4,3,0.75,10.135199565564093,11.80154972066629,0.991195265728006,-0.032059568358797655,913.0650038124813
150,2800.0,2700.0,4,4,3,0.75,10.135199565564093,11.80154972066629,0.991195265728006,-0.032059568358797655,913.0650038124813
200,2800.0,2700.0,4,4,3,0.75,10.135199565564093,11.80154972066629,0.991195265728006,-0.032059568358797655,913.0650038124813
250,2800.0,2700.0,4,4,3,0.75,10.135199565564093,11.80154972066629,0.991195265728006,-0.032059568358797655,913.0650038124813
300,2800.0,2700.0,4,4,3,0.75,10.135199565564093,11.80154972066629,0.991195265728006,-0.032059568358797655,913.0650038124813
350,2800.0,2700.0,4,4,3,0.75,10.135199565564093,11.80154972066629,0.991195265728006,-0.032059568358797655,913.0650038124813
50,3300.0,3100.0,4,4,3,0.75,11.337070893825635,11.914299882259103,0.9659065987470197,-0.016946867513372942,944.1236897920497
100,3300.0,3100.0,4,4,3,0.75,11.337070893825635,11.914299882259103,0.9659065987470197,-0.016946867513372942,944.1236897920497
150,3300.0,3100.0,4,4,3,0.75,11.337070893825635,11.914299882259103,0.9659065987470197,-0.016946867513372942,944.1236897920497
200,3300.0,3100.0,4,4,3,0.75,11.337070893825635,11.914299882259103,0.9659065987470197,-0.016946867513372942,944.1236897920497
250,3300.0,3100.0,4,4,3,0.75,11.337070893825635,11.914299882259103,0.9659065987470197,-0.016946867513372942,944.1236897920497
50,2700.0,2800.0,4,4,3,0.75,10.46026777342506,12.029646558533845,0.988348640569171,-0.02797686351673478,909.8593330031364
100,2700.0,2800.0,4,4,3,0.75,10.46026777342506,12.029646558533845,0.988348640569171,-0.02797686351673478,909.8593330031364
150,2700.0,2800.0,4,4,3,0.75,10.46026777342506,12.029646558533845,0.988348640569171,-0.02797686351673478,909.8593330031364
200,2700.0,2800.0,4,4,3,0.75,10.46026777342506,12.029646558533845,0.988348640569171,-0.02797686351673478,909.8593330031364
250,2700.0,2800.0,4,4,3,0.75,10.46026777342506,12.029646558533845,0.988348640569171,-0.02797686351673478,909.8593330031364
300,2700.0,2800.0,4,4,3,0.75,10.46026777342506,12.029646558533845,0.988348640569171,-0.02797686351673478,909.8593330031364
50,3200.0,3100.0,4,4,3,0.75,11.85068310383001,12.408642294816586,0.9641317626661132,-0.01717476006565425,946.1367897062951
100,3200.0,3100.0,4,4,3,0.75,11.85068310383001,12.408642294816586,0.9641317626661132,-0.01717476006565425,946.1367897062951
150,3200.0,3100.0,4,4,3,0.75,11.85068310383001,12.408642294816586,0.9641317626661132,-0.01717476006565425,946.1367897062951
200,3200.0,3100.0,4,4,3,0.75,11.85068310383001,12.408642294816586,0.9641317626661132,-0.01717476006565425,946.1367897062951
250,3200.0,3100.0,4,4,3,0.75,11.85068310383001,12.408642294816586,0.9641317626661132,-0.01717476006565425,946.1367897062951
150,2800.0,2500.0,4,4,3,0.75,11.706523930496564,12.703764633006255,0.994646542460411,0.0781719211915104,687.4530817359627
200,2800.0,2500.0,4,4,3,0.75,11.706523930496564,12.703764633006255,0.994646542460411,0.0781719211915104,687.4530817359627
250,2800.0,2500.0,4,4,3,0.75,11.706523930496564,12.703764633006255,0.994646542460411,0.0781719211915104,687.4530817359627
300,2800.0,2500.0,4,4,3,0.75,11.706523930496564,12.703764633006255,0.994646542460411,0.0781719211915104,687.4530817359627
350,2800.0,2500.0,4,4,3,0.75,11.706523930496564,12.703764633006255,0.994646542460411,0.0781719211915104,687.4530817359627
50,3100.0,3100.0,4,4,3,0.75,12.819566733738078,13.45319840732631,0.9690458032153019,-0.019957115380972563,933.4503615501351
100,3100.0,3100.0,4,4,3,0.75,12.819566733738078,13.45319840732631,0.9690458032153019,-0.019957115380972563,933.4503615501351
150,3100.0,3100.0,4,4,3,0.75,12.819566733738078,13.45319840732631,0.9690458032153019,-0.019957115380972563,933.4503615501351
200,3100.0,3100.0,4,4,3,0.75,12.819566733738078,13.45319840732631,0.9690458032153019,-0.019957115380972563,933.4503615501351
250,3100.0,3100.0,4,4,3,0.75,12.819566733738078,13.45319840732631,0.9690458032153019,-0.019957115380972563,933.4503615501351
50,2500.0,2800.0,4,4,3,0.75,12.272719992029138,13.620002943972471,0.734700594909359,-0.008993045417961712,851.312382662114
100,2500.0,2800.0,4,4,3,0.75,12.272719992029138,13.620002943972471,0.734700594909359,-0.008993045417961712,851.312382662114
150,2500.0,2800.0,4,4,3,0.75,12.272719992029138,13.620002943972471,0.734700594909359,-0.008993045417961712,851.312382662114
200,2500.0,2800.0,4,4,3,0.75,12.272719992029138,13.620002943972471,0.734700594909359,-0.008993045417961712,851.312382662114
250,2500.0,2800.0,4,4,3,0.75,12.272719992029138,13.620002943972471,0.734700594909359,-0.008993045417961712,851.312382662114
300,2500.0,2800.0,4,4,3,0.75,12.272719992029138,13.620002943972471,0.734700594909359,-0.008993045417961712,851.312382662114
150,2900.0,2500.0,4,4,3,0.75,13.190042558349779,14.320153648027212,0.9932223769515593,0.07822334077540624,687.3667003789276
200,2900.0,2500.0,4,4,3,0.75,13.190042558349779,14.320153648027212,0.9932223769515593,0.07822334077540624,687.3667003789276
250,2900.0,2500.0,4,4,3,0.75,13.190042558349779,14.320153648027212,0.9932223769515593,0.07822334077540624,687.3667003789276
300,2900.0,2500.0,4,4,3,0.75,13.190042558349779,14.320153648027212,0.9932223769515593,0.07822334077540624,687.3667003789276
350,2900.0,2500.0,4,4,3,0.75,13.190042558349779,14.320153648027212,0.9932223769515593,0.07822334077540624,687.3667003789276
50,3400.0,3200.0,4,4,3,0.75,13.605402490696203,14.340300807169172,0.9512426135858023,-0.01660414344747555,945.1339552849151
100,3400.0,3200.0,4,4,3,0.75,13.605402490696203,14.340300807169172,0.9512426135858023,-0.01660414344747555,945.1339552849151
150,3400.0,3200.0,4,4,3,0.75,13.605402490696203,14.340300807169172,0.9512426135858023,-0.01660414344747555,945.1339552849151
200,3400.0,3200.0,4,4,3,0.75,13.605402490696203,14.340300807169172,0.9512426135858023,-0.01660414344747555,945.1339552849151
50,2500.0,3100.0,4,4,3,0.75,13.69857284283935,14.348149788919677,0.99172097685839,0.04056663548095397,704.656113717576
100,2500.0,3100.0,4,4,3,0.75,13.69857284283935,14.348149788919677,0.99172097685839,0.04056663548095397,704.656113717576
150,2500.0,3100.0,4,4,3,0.75,13.69857284283935,14.348149788919677,0.99172097685839,0.04056663548095397,704.656113717576
200,2500.0,3100.0,4,4,3,0.75,13.69857284283935,14.348149788919677,0.99172097685839,0.04056663548095397,704.656113717576
250,2500.0,3100.0,4,4,3,0.75,13.69857284283935,14.348149788919677,0.99172097685839,0.04056663548095397,704.656113717576
50,2900.0,3400.0,4,4,3,0.75,16.42722970631819,15.300042458839664,0.9934340601627172,-0.054054583250826904,765.9450571294957
50,3400.0,3000.0,4,4,3,0.75,14.752264225527995,15.452045357520806,0.9595254211576051,-0.020701862068870876,932.082988595603
100,3400.0,3000.0,4,4,3,0.75,14.752264225527995,15.452045357520806,0.9595254211576051,-0.020701862068870876,932.082988595603
150,3400.0,3000.0,4,4,3,0.75,14.752264225527995,15.452045357520806,0.9595254211576051,-0.020701862068870876,932.082988595603
200,3400.0,3000.0,4,4,3,0.75,14.752264225527995,15.452045357520806,0.9595254211576051,-0.020701862068870876,932.082988595603
250,3400.0,3000.0,4,4,3,0.75,14.752264225527995,15.452045357520806,0.9595254211576051,-0.020701862068870876,932.082988595603
300,3400.0,3000.0,4,4,3,0.75,14.752264225527995,15.452045357520806,0.9595254211576051,-0.020701862068870876,932.082988595603
350,3400.0,3000.0,4,4,3,0.75,14.752264225527995,15.452045357520806,0.9595254211576051,-0.020701862068870876,932.082988595603
50,2800.0,3400.0,4,4,3,0.75,17.802225831135967,16.367235253333977,0.9924881050729052,-0.05442180731210101,768.8779007522369
50,3300.0,3200.0,4,4,3,0.75,15.56457360224314,16.39010626386425,0.9354429180825425,-0.016296564437830643,946.4482250428787
100,3300.0,3200.0,4,4,3,0.75,15.56457360224314,16.39010626386425,0.9354429180825425,-0.016296564437830643,946.4482250428787
150,3300.0,3200.0,4,4,3,0.75,15.56457360224314,16.39010626386425,0.9354429180825425,-0.016296564437830643,946.4482250428787
200,3300.0,3200.0,4,4,3,0.75,15.56457360224314,16.39010626386425,0.9354429180825425,-0.016296564437830643,946.4482250428787
50,3200.0,3200.0,4,4,3,0.75,16.007790039792017,16.802634304244055,0.9343290847937156,-0.016533271431747987,948.3975538135403
100,3200.0,3200.0,4,4,3,0.75,16.007790039792017,16.802634304244055,0.9343290847937156,-0.016533271431747987,948.3975538135403
150,3200.0,3200.0,4,4,3,0.75,16.007790039792017,16.802634304244055,0.9343290847937156,-0.016533271431747987,948.3975538135403
200,3200.0,3200.0,4,4,3,0.75,16.007790039792017,16.802634304244055,0.9343290847937156,-0.016533271431747987,948.3975538135403
50,3400.0,2900.0,4,4,3,0.75,16.89055599641815,16.985664022391667,0.9400397647896566,0.03165015768403737,829.7407485344454
100,3400.0,2900.0,4,4,3,0.75,16.89055599641815,16.985664022391667,0.9400397647896566,0.03165015768403737,829.7407485344454
150,3400.0,2900.0,4,4,3,0.75,16.89055599641815,16.985664022391667,0.9400397647896566,0.03165015768403737,829.7407485344454
200,3400.0,2900.0,4,4,3,0.75,16.89055599641815,16.985664022391667,0.9400397647896566,0.03165015768403737,829.7407485344454
250,3400.0,2900.0,4,4,3,0.75,16.89055599641815,16.985664022391667,0.9400397647896566,0.03165015768403737,829.7407485344454
300,3400.0,2900.0,4,4,3,0.75,16.89055599641815,16.985664022391667,0.9400397647896566,0.03165015768403737,829.7407485344454
350,3400.0,2900.0,4,4,3,0.75,16.89055599641815,16.985664022391667,0.9400397647896566,0.03165015768403737,829.7407485344454
50,2500.0,3200.0,4,4,3,0.75,16.273820215095274,17.02677635579952,0.9885314988939816,0.04008535989957533,707.7836353951426
100,2500.0,3200.0,4,4,3,0.75,16.273820215095274,17.02677635579952,0.9885314988939816,0.04008535989957533,707.7836353951426
150,2500.0,3200.0,4,4,3,0.75,16.273820215095274,17.02677635579952,0.9885314988939816,0.04008535989957533,707.7836353951426
200,2500.0,3200.0,4,4,3,0.75,16.273820215095274,17.02677635579952,0.9885314988939816,0.04008535989957533,707.7836353951426
50,3000.0,3400.0,4,4,3,0.75,18.768987579955045,17.609355282499187,0.991162352810829,-0.053486097245012715,760.2371723910002
50,3400.0,2700.0,4,4,3,0.75,15.94614406403909,17.88189965095221,0.9734728847502859,-0.029731932874332203,891.132046286851
100,3400.0,2700.0,4,4,3,0.75,15.94614406403909,17.88189965095221,0.9734728847502859,-0.029731932874332203,891.132046286851
150,3400.0,2700.0,4,4,3,0.75,15.94614406403909,17.88189965095221,0.9734728847502859,-0.029731932874332203,891.132046286851
200,3400.0,2700.0,4,4,3,0.75,15.94614406403909,17.88189965095221,0.9734728847502859,-0.029731932874332203,891.132046286851
250,3400.0,2700.0,4,4,3,0.75,15.94614406403909,17.88189965095221,0.9734728847502859,-0.029731932874332203,891.132046286851
300,3400.0,2700.0,4,4,3,0.75,15.94614406403909,17.88189965095221,0.9734728847502859,-0.029731932874332203,891.132046286851
350,3400.0,2700.0,4,4,3,0.75,15.94614406403909,17.88189965095221,0.9734728847502859,-0.029731932874332203,891.132046286851
400,3400.0,2700.0,4,4,3,0.75,15.94614406403909,17.88189965095221,0.9734728847502859,-0.029731932874332203,891.132046286851
450,3400.0,2700.0,4,4,3,0.75,15.94614406403909,17.88189965095221,0.9734728847502859,-0.029731932874332203,891.132046286851
500,3400.0,2700.0,4,4,3,0.75,15.94614406403909,17.88189965095221,0.9734728847502859,-0.029731932874332203,891.132046286851
150,2500.0,2500.0,4,4,3,0.75,19.4381473689537,18.330729864342267,0.9719411993604753,0.056046169435669924,711.7993029886823
200,2500.0,2500.0,4,4,3,0.75,19.4381473689537,18.330729864342267,0.9719411993604753,0.056046169435669924,711.7993029886823
250,2500.0,2500.0,4,4,3,0.75,19.4381473689537,18.330729864342267,0.9719411993604753,0.056046169435669924,711.7993029886823
300,2500.0,2500.0,4,4,3,0.75,19.4381473689537,18.330729864342267,0.9719411993604753,0.056046169435669924,711.7993029886823
50,2600.0,2800.0,4,4,3,0.75,16.586195608138034,18.45729113635512,0.3768169144133422,-0.0057304587217679144,840.6627878679445
100,2600.0,2800.0,4,4,3,0.75,16.586195608138034,18.45729113635512,0.3768169144133422,-0.0057304587217679144,840.6627878679445
150,2600.0,2800.0,4,4,3,0.75,16.586195608138034,18.45729113635512,0.3768169144133422,-0.0057304587217679144,840.6627878679445
200,2600.0,2800.0,4,4,3,0.75,16.586195608138034,18.45729113635512,0.3768169144133422,-0.0057304587217679144,840.6627878679445
250,2600.0,2800.0,4,4,3,0.75,16.586195608138034,18.45729113635512,0.3768169144133422,-0.0057304587217679144,840.6627878679445
300,2600.0,2800.0,4,4,3,0.75,16.586195608138034,18.45729113635512,0.3768169144133422,-0.0057304587217679144,840.6627878679445
50,3500.0,2800.0,4,4,3,0.75,18.107014846812955,18.70067593819336,0.020484069419447692,0.0012645052221598584,814.3905966711286
100,3500.0,2800.0,4,4,3,0.75,18.107014846812955,18.70067593819336,0.020484069419447692,0.0012645052221598584,814.3905966711286
150,3500.0,2800.0,4,4,3,0.75,18.107014846812955,18.70067593819336,0.020484069419447692,0.0012645052221598584,814.3905966711286
200,3500.0,2800.0,4,4,3,0.75,18.107014846812955,18.70067593819336,0.020484069419447692,0.0012645052221598584,814.3905966711286
250,3500.0,2800.0,4,4,3,0.75,18.107014846812955,18.70067593819336,0.020484069419447692,0.0012645052221598584,814.3905966711286
300,3500.0,2800.0,4,4,3,0.75,18.107014846812955,18.70067593819336,0.020484069419447692,0.0012645052221598584,814.3905966711286
350,3500.0,2800.0,4,4,3,0.75,18.107014846812955,18.70067593819336,0.020484069419447692,0.0012645052221598584,814.3905966711286
400,3500.0,2800.0,4,4,3,0.75,18.107014846812955,18.70067593819336,0.020484069419447692,0.0012645052221598584,814.3905966711286
450,3500.0,2800.0,4,4,3,0.75,18.107014846812955,18.70067593819336,0.020484069419447692,0.0012645052221598584,814.3905966711286
150,3100.0,2500.0,4,4,3,0.75,17.23746060358846,18.747890612930775,0.9880619124942979,0.0768251837682099,686.9171917937047
200,3100.0,2500.0,4,4,3,0.75,17.23746060358846,18.747890612930775,0.9880619124942979,0.0768251837682099,686.9171917937047
250,3100.0,2500.0,4,4,3,0.75,17.23746060358846,18.747890612930775,0.9880619124942979,0.0768251837682099,686.9171917937047
300,3100.0,2500.0,4,4,3,0.75,17.23746060358846,18.747890612930775,0.9880619124942979,0.0768251837682099,686.9171917937047
350,3100.0,2500.0,4,4,3,0.75,17.23746060358846,18.747890612930775,0.9880619124942979,0.0768251837682099,686.9171917937047
400,3100.0,2500.0,4,4,3,0.75,17.23746060358846,18.747890612930775,0.9880619124942979,0.0768251837682099,686.9171917937047
50,3300.0,2900.0,4,4,3,0.75,18.48827416549344,18.814844374432315,0.985401315440499,0.07122526487104028,701.7297353126837
100,3300.0,2900.0,4,4,3,0.75,18.48827416549344,18.814844374432315,0.985401315440499,0.07122526487104028,701.7297353126837
150,3300.0,2900.0,4,4,3,0.75,18.48827416549344,18.814844374432315,0.985401315440499,0.07122526487104028,701.7297353126837
200,3300.0,2900.0,4,4,3,0.75,18.48827416549344,18.814844374432315,0.985401315440499,0.07122526487104028,701.7297353126837
250,3300.0,2900.0,4,4,3,0.75,18.48827416549344,18.814844374432315,0.985401315440499,0.07122526487104028,701.7297353126837
300,3300.0,2900.0,4,4,3,0.75,18.48827416549344,18.814844374432315,0.985401315440499,0.07122526487104028,701.7297353126837
350,3300.0,2900.0,4,4,3,0.75,18.48827416549344,18.814844374432315,0.985401315440499,0.07122526487104028,701.7297353126837
150,2700.0,2500.0,4,4,3,0.75,17.11229346237046,18.895065030702284,0.9894500329350737,0.08118676225866861,688.6496923258253
200,2700.0,2500.0,4,4,3,0.75,17.11229346237046,18.895065030702284,0.9894500329350737,0.08118676225866861,688.6496923258253
250,2700.0,2500.0,4,4,3,0.75,17.11229346237046,18.895065030702284,0.9894500329350737,0.08118676225866861,688.6496923258253
300,2700.0,2500.0,4,4,3,0.75,17.11229346237046,18.895065030702284,0.9894500329350737,0.08118676225866861,688.6496923258253
350,2700.0,2500.0,4,4,3,0.75,17.11229346237046,18.895065030702284,0.9894500329350737,0.08118676225866861,688.6496923258253
50,3300.0,2800.0,4,4,3,0.75,18.19898082400099,20.280790115759206,0.9626185893509754,-0.027657380057316213,894.5272062921407
100,3300.0,2800.0,4,4,3,0.75,18.19898082400099,20.280790115759206,0.9626185893509754,-0.027657380057316213,894.5272062921407
150,3300.0,2800.0,4,4,3,0.75,18.19898082400099,20.280790115759206,0.9626185893509754,-0.027657380057316213,894.5272062921407
200,3300.0,2800.0,4,4,3,0.75,18.19898082400099,20.280790115759206,0.9626185893509754,-0.027657380057316213,894.5272062921407
250,3300.0,2800.0,4,4,3,0.75,18.19898082400099,20.280790115759206,0.9626185893509754,-0.027657380057316213,894.5272062921407
300,3300.0,2800.0,4,4,3,0.75,18.19898082400099,20.280790115759206,0.9626185893509754,-0.027657380057316213,894.5272062921407
350,3300.0,2800.0,4,4,3,0.75,18.19898082400099,20.280790115759206,0.9626185893509754,-0.027657380057316213,894.5272062921407
400,3300.0,2800.0,4,4,3,0.75,18.19898082400099,20.280790115759206,0.9626185893509754,-0.027657380057316213,894.5272062921407
450,3300.0,2800.0,4,4,3,0.75,18.19898082400099,20.280790115759206,0.9626185893509754,-0.027657380057316213,894.5272062921407
50,2500.0,3300.0,4,4,3,0.75,22.55057426396867,21.149434561691965,0.6890150601652185,-0.014101621091884288,848.6669827135954
100,2500.0,3300.0,4,4,3,0.75,22.55057426396867,21.149434561691965,0.6890150601652185,-0.014101621091884288,848.6669827135954
150,2500.0,3300.0,4,4,3,0.75,22.55057426396867,21.149434561691965,0.6890150601652185,-0.014101621091884288,848.6669827135954
50,2700.0,3100.0,4,4,3,0.75,22.852196003332345,22.308778704396794,0.011988846576218015,0.0010965816136950773,842.7671027482692
100,2700.0,3100.0,4,4,3,0.75,22.852196003332345,22.308778704396794,0.011988846576218015,0.0010965816136950773,842.7671027482692
150,2700.0,3100.0,4,4,3,0.75,22.852196003332345,22.308778704396794,0.011988846576218015,0.0010965816136950773,842.7671027482692
200,2700.0,3100.0,4,4,3,0.75,22.852196003332345,22.308778704396794,0.011988846576218015,0.0010965816136950773,842.7671027482692
250,2700.0,3100.0,4,4,3,0.75,22.852196003332345,22.308778704396794,0.011988846576218015,0.0010965816136950773,842.7671027482692
50,3200.0,2800.0,4,4,3,0.75,20.222120407902125,22.4952991247562,0.9556522466480784,-0.02796867193394203,894.9229063005522
100,3200.0,2800.0,4,4,3,0.75,20.222120407902125,22.4952991247562,0.9556522466480784,-0.02796867193394203,894.9229063005522
150,3200.0,2800.0,4,4,3,0.75,20.222120407902125,22.4952991247562,0.9556522466480784,-0.02796867193394203,894.9229063005522
200,3200.0,2800.0,4,4,3,0.75,20.222120407902125,22.4952991247562,0.9556522466480784,-0.02796867193394203,894.9229063005522
250,3200.0,2800.0,4,4,3,0.75,20.222120407902125,22.4952991247562,0.9556522466480784,-0.02796867193394203,894.9229063005522
300,3200.0,2800.0,4,4,3,0.75,20.222120407902125,22.4952991247562,0.9556522466480784,-0.02796867193394203,894.9229063005522
350,3200.0,2800.0,4,4,3,0.75,20.222120407902125,22.4952991247562,0.9556522466480784,-0.02796867193394203,894.9229063005522
400,3200.0,2800.0,4,4,3,0.75,20.222120407902125,22.4952991247562,0.9556522466480784,-0.02796867193394203,894.9229063005522
450,3200.0,2800.0,4,4,3,0.75,20.222120407902125,22.4952991247562,0.9556522466480784,-0.02796867193394203,894.9229063005522
50,3000.0,3100.0,4,4,3,0.75,21.51021793164787,22.635094190793584,0.9268003047135145,-0.021196949629717167,930.722421947225
100,3000.0,3100.0,4,4,3,0.75,21.51021793164787,22.635094190793584,0.9268003047135145,-0.021196949629717167,930.722421947225
150,3000.0,3100.0,4,4,3,0.75,21.51021793164787,22.635094190793584,0.9268003047135145,-0.021196949629717167,930.722421947225
200,3000.0,3100.0,4,4,3,0.75,21.51021793164787,22.635094190793584,0.9268003047135145,-0.021196949629717167,930.722421947225
250,3000.0,3100.0,4,4,3,0.75,21.51021793164787,22.635094190793584,0.9268003047135145,-0.021196949629717167,930.722421947225
50,3500.0,2700.0,4,4,3,0.75,22.189800173196517,22.744086418781457,0.9907688669285046,0.10427829616116051,693.6748547104715
100,3500.0,2700.0,4,4,3,0.75,22.189800173196517,22.744086418781457,0.9907688669285046,0.10427829616116051,693.6748547104715
150,3500.0,2700.0,4,4,3,0.75,22.189800173196517,22.744086418781457,0.9907688669285046,0.10427829616116051,693.6748547104715
200,3500.0,2700.0,4,4,3,0.75,22.189800173196517,22.744086418781457,0.9907688669285046,0.10427829616116051,693.6748547104715
250,3500.0,2700.0,4,4,3,0.75,22.189800173196517,22.744086418781457,0.9907688669285046,0.10427829616116051,693.6748547104715
300,3500.0,2700.0,4,4,3,0.75,22.189800173196517,22.744086418781457,0.9907688669285046,0.10427829616116051,693.6748547104715
350,3500.0,2700.0,4,4,3,0.75,22.189800173196517,22.744086418781457,0.9907688669285046,0.10427829616116051,693.6748547104715
400,3500.0,2700.0,4,4,3,0.75,22.189800173196517,22.744086418781457,0.9907688669285046,0.10427829616116051,693.6748547104715
450,3500.0,2700.0,4,4,3,0.75,22.189800173196517,22.744086418781457,0.9907688669285046,0.10427829616116051,693.6748547104715
500,3500.0,2700.0,4,4,3,0.75,22.189800173196517,22.744086418781457,0.9907688669285046,0.10427829616116051,693.6748547104715
150,3000.0,2500.0,4,4,3,0.75,21.225417461257468,22.99035931668638,0.9822532469539785,0.07735958746675592,691.4673268739466
200,3000.0,2500.0,4,4,3,0.75,21.225417461257468,22.99035931668638,0.9822532469539785,0.07735958746675592,691.4673268739466
250,3000.0,2500.0,4,4,3,0.75,21.225417461257468,22.99035931668638,0.9822532469539785,0.07735958746675592,691.4673268739466
300,3000.0,2500.0,4,4,3,0.75,21.225417461257468,22.99035931668638,0.9822532469539785,0.07735958746675592,691.4673268739466
350,3000.0,2500.0,4,4,3,0.75,21.225417461257468,22.99035931668638,0.9822532469539785,0.07735958746675592,691.4673268739466
400,3000.0,2500.0,4,4,3,0.75,21.225417461257468,22.99035931668638,0.9822532469539785,0.07735958746675592,691.4673268739466
50,3100.0,2800.0,4,4,3,0.75,21.652344421212582,23.935053169160103,0.9532442488912843,-0.028979333996452028,898.6901169959513
100,3100.0,2800.0,4,4,3,0.75,21.652344421212582,23.935053169160103,0.9532442488912843,-0.028979333996452028,898.6901169959513
150,3100.0,2800.0,4,4,3,0.75,21.652344421212582,23.935053169160103,0.9532442488912843,-0.028979333996452028,898.6901169959513
200,3100.0,2800.0,4,4,3,0.75,21.652344421212582,23.935053169160103,0.9532442488912843,-0.028979333996452028,898.6901169959513
250,3100.0,2800.0,4,4,3,0.75,21.652344421212582,23.935053169160103,0.9532442488912843,-0.028979333996452028,898.6901169959513
300,3100.0,2800.0,4,4,3,0.75,21.652344421212582,23.935053169160103,0.9532442488912843,-0.028979333996452028,898.6901169959513
350,3100.0,2800.0,4,4,3,0.75,21.652344421212582,23.935053169160103,0.9532442488912843,-0.028979333996452028,898.6901169959513
400,3100.0,2800.0,4,4,3,0.75,21.652344421212582,23.935053169160103,0.9532442488912843,-0.028979333996452028,898.6901169959513
50,2800.0,3100.0,4,4,3,0.75,24.65011836375797,23.9515532881552,0.11469789095052063,0.0038983916102232788,829.5512802096634
100,2800.0,3100.0,4,4,3,0.75,24.65011836375797,23.9515532881552,0.11469789095052063,0.0038983916102232788,829.5512802096634
150,2800.0,3100.0,4,4,3,0.75,24.65011836375797,23.9515532881552,0.11469789095052063,0.0038983916102232788,829.5512802096634
200,2800.0,3100.0,4,4,3,0.75,24.65011836375797,23.9515532881552,0.11469789095052063,0.0038983916102232788,829.5512802096634
250,2800.0,3100.0,4,4,3,0.75,24.65011836375797,23.9515532881552,0.11469789095052063,0.0038983916102232788,829.5512802096634
50,2600.0,3200.0,4,4,3,0.75,25.387187953165316,24.542419723121196,0.010834319436485607,0.0011364821269719018,840.1509187296888
100,2600.0,3200.0,4,4,3,0.75,25.387187953165316,24.542419723121196,0.010834319436485607,0.0011364821269719018,840.1509187296888
150,2600.0,3200.0,4,4,3,0.75,25.387187953165316,24.542419723121196,0.010834319436485607,0.0011364821269719018,840.1509187296888
