first_gap,gap_step,window_total,n_target_peaks,n_matched,frac_matched,total_abs_centre_residual,rms_centre_residual,mean_abs_centre_residual,anchor_mjd
655.0,24.0,250.0,7,5,0.7142857142857143,278.0,63.79028139144708,55.6,50014.067
657.0,25.0,200.0,7,5,0.7142857142857143,278.0,64.07183468576501,55.6,50014.067
656.0,25.0,200.0,7,5,0.7142857142857143,279.0,60.71078981532031,55.8,50014.067
655.0,25.0,200.0,7,5,0.7142857142857143,280.0,58.39520528262573,56.0,50014.067
654.0,25.0,150.0,7,5,0.7142857142857143,281.0,57.2520741982332,56.2,50014.067
654.0,25.0,200.0,7,5,0.7142857142857143,281.0,57.2520741982332,56.2,50014.067
653.0,25.0,150.0,7,5,0.7142857142857143,282.0,57.35154749437891,56.4,50014.067
653.0,25.0,200.0,7,5,0.7142857142857143,282.0,57.35154749437891,56.4,50014.067
653.0,25.0,250.0,7,5,0.7142857142857143,282.0,57.35154749437891,56.4,50014.067
652.0,25.0,200.0,7,5,0.7142857142857143,283.0,58.68730697518843,56.6,50014.067
652.0,25.0,250.0,7,5,0.7142857142857143,283.0,58.68730697518843,56.6,50014.067
651.0,25.0,200.0,7,5,0.7142857142857143,284.0,61.17842757050887,56.8,50014.067
651.0,25.0,250.0,7,5,0.7142857142857143,284.0,61.17842757050887,56.8,50014.067
653.0,26.0,200.0,7,5,0.7142857142857143,284.0,66.66633333249999,56.8,50014.067
652.0,26.0,200.0,7,5,0.7142857142857143,285.0,62.844251924897634,57.0,50014.067
650.0,25.0,250.0,7,5,0.7142857142857143,285.0,64.69157595854347,57.0,50014.067
651.0,26.0,200.0,7,5,0.7142857142857143,286.0,59.983331017875294,57.2,50014.067
650.0,26.0,150.0,7,5,0.7142857142857143,287.0,58.22542400017367,57.4,50014.067
650.0,26.0,200.0,7,5,0.7142857142857143,287.0,58.22542400017367,57.4,50014.067
650.0,26.0,250.0,7,5,0.7142857142857143,287.0,58.22542400017367,57.4,50014.067
652.0,27.0,250.0,7,5,0.7142857142857143,343.0,77.17642126971164,68.6,50014.067
670.0,20.0,150.0,7,4,0.5714285714285714,65.0,19.84313483298443,16.25,50014.067
670.0,20.0,200.0,7,4,0.5714285714285714,65.0,19.84313483298443,16.25,50014.067
669.0,20.0,150.0,7,4,0.5714285714285714,74.0,19.03943276465977,18.5,50014.067
669.0,20.0,200.0,7,4,0.5714285714285714,74.0,19.03943276465977,18.5,50014.067
666.0,21.0,150.0,7,4,0.5714285714285714,79.0,23.4574082114798,19.75,50014.067
666.0,21.0,200.0,7,4,0.5714285714285714,79.0,23.4574082114798,19.75,50014.067
670.0,23.0,150.0,7,4,0.5714285714285714,80.0,28.035691537752374,20.0,50014.067
670.0,23.0,200.0,7,4,0.5714285714285714,80.0,28.035691537752374,20.0,50014.067
670.0,23.0,250.0,7,4,0.5714285714285714,80.0,28.035691537752374,20.0,50014.067
668.0,20.0,150.0,7,4,0.5714285714285714,83.0,20.946360065653412,20.75,50014.067
668.0,20.0,200.0,7,4,0.5714285714285714,83.0,20.946360065653412,20.75,50014.067
668.0,20.0,250.0,7,4,0.5714285714285714,83.0,20.946360065653412,20.75,50014.067
665.0,21.0,150.0,7,4,0.5714285714285714,88.0,23.075961518428652,22.0,50014.067
665.0,21.0,200.0,7,4,0.5714285714285714,88.0,23.075961518428652,22.0,50014.067
665.0,21.0,250.0,7,4,0.5714285714285714,88.0,23.075961518428652,22.0,50014.067
670.0,19.0,150.0,7,4,0.5714285714285714,89.0,28.394541729001368,22.25,50014.067
670.0,19.0,200.0,7,4,0.5714285714285714,89.0,28.394541729001368,22.25,50014.067
670.0,19.0,250.0,7,4,0.5714285714285714,89.0,28.394541729001368,22.25,50014.067
667.0,21.0,150.0,7,4,0.5714285714285714,90.0,25.990382836734053,22.5,50014.067
667.0,21.0,200.0,7,4,0.5714285714285714,90.0,25.990382836734053,22.5,50014.067
667.0,20.0,150.0,7,4,0.5714285714285714,92.0,24.9499498997493,23.0,50014.067
667.0,20.0,200.0,7,4,0.5714285714285714,92.0,24.9499498997493,23.0,50014.067
667.0,20.0,250.0,7,4,0.5714285714285714,92.0,24.9499498997493,23.0,50014.067
665.0,24.0,150.0,7,4,0.5714285714285714,93.0,34.35476677260377,23.25,50014.067
665.0,24.0,200.0,7,4,0.5714285714285714,93.0,34.35476677260377,23.25,50014.067
664.0,21.0,150.0,7,4,0.5714285714285714,97.0,24.944939366532843,24.25,50014.067
664.0,21.0,200.0,7,4,0.5714285714285714,97.0,24.944939366532843,24.25,50014.067
664.0,21.0,250.0,7,4,0.5714285714285714,97.0,24.944939366532843,24.25,50014.067
669.0,23.0,150.0,7,4,0.5714285714285714,97.0,31.555506650979318,24.25,50014.067
