first_gap,gap_step,window_total,n_target_peaks,n_matched,frac_matched,total_abs_centre_residual,rms_centre_residual,mean_abs_centre_residual,anchor_mjd
660.0,24.0,150.0,7,4,0.5714285714285714,184.0,50.62114182829147,46.0,50014.067
656.0,22.0,150.0,7,4,0.5714285714285714,185.0,48.95661344496778,46.25,50014.067
656.0,22.0,200.0,7,4,0.5714285714285714,185.0,48.95661344496778,46.25,50014.067
656.0,22.0,250.0,7,4,0.5714285714285714,185.0,48.95661344496778,46.25,50014.067
651.0,25.0,150.0,7,4,0.5714285714285714,186.0,47.72315999596003,46.5,50014.067
664.0,26.0,250.0,7,4,0.5714285714285714,190.0,65.1191216156975,47.5,50014.067
659.0,24.0,150.0,7,4,0.5714285714285714,194.0,51.88930525647843,48.5,50014.067
658.0,24.0,150.0,7,4,0.5714285714285714,195.0,51.20302725425519,48.75,50014.067
652.0,25.0,150.0,7,4,0.5714285714285714,197.0,49.56056900399752,49.25,50014.067
666.0,19.0,200.0,7,4,0.5714285714285714,197.0,54.70146250330058,49.25,50014.067
666.0,19.0,250.0,7,4,0.5714285714285714,197.0,54.70146250330058,49.25,50014.067
659.0,21.0,150.0,7,4,0.5714285714285714,198.0,51.80250959171766,49.5,50014.067
659.0,21.0,200.0,7,4,0.5714285714285714,198.0,51.80250959171766,49.5,50014.067
659.0,21.0,250.0,7,4,0.5714285714285714,198.0,51.80250959171766,49.5,50014.067
652.0,23.0,150.0,7,4,0.5714285714285714,199.0,53.29399590948309,49.75,50014.067
652.0,23.0,200.0,7,4,0.5714285714285714,199.0,53.29399590948309,49.75,50014.067
652.0,23.0,250.0,7,4,0.5714285714285714,199.0,53.29399590948309,49.75,50014.067
655.0,25.0,150.0,7,4,0.5714285714285714,200.0,51.59941860137573,50.0,50014.067
658.0,27.0,250.0,7,4,0.5714285714285714,200.0,66.19667665374146,50.0,50014.067
657.0,27.0,250.0,7,4,0.5714285714285714,203.0,62.910650926532306,50.75,50014.067
651.0,26.0,150.0,7,4,0.5714285714285714,206.0,53.82843114934709,51.5,50014.067
656.0,27.0,200.0,7,4,0.5714285714285714,206.0,60.390396587537,51.5,50014.067
656.0,27.0,250.0,7,4,0.5714285714285714,206.0,60.390396587537,51.5,50014.067
655.0,27.0,200.0,7,4,0.5714285714285714,209.0,58.73457244247207,52.25,50014.067
655.0,27.0,250.0,7,4,0.5714285714285714,209.0,58.73457244247207,52.25,50014.067
669.0,18.0,250.0,7,4,0.5714285714285714,210.0,61.11873689794317,52.5,50014.067
662.0,20.0,200.0,7,4,0.5714285714285714,211.0,56.15825852000754,52.75,50014.067
662.0,20.0,250.0,7,4,0.5714285714285714,211.0,56.15825852000754,52.75,50014.067
655.0,22.0,150.0,7,4,0.5714285714285714,212.0,55.113519212621505,53.0,50014.067
655.0,22.0,200.0,7,4,0.5714285714285714,212.0,55.113519212621505,53.0,50014.067
655.0,22.0,250.0,7,4,0.5714285714285714,212.0,55.113519212621505,53.0,50014.067
654.0,27.0,200.0,7,4,0.5714285714285714,212.0,58.01723881744115,53.0,50014.067
654.0,27.0,250.0,7,4,0.5714285714285714,212.0,58.01723881744115,53.0,50014.067
653.0,27.0,200.0,7,4,0.5714285714285714,215.0,58.27306410340888,53.75,50014.067
653.0,27.0,250.0,7,4,0.5714285714285714,215.0,58.27306410340888,53.75,50014.067
652.0,27.0,200.0,7,4,0.5714285714285714,218.0,59.48949487094339,54.5,50014.067
665.0,19.0,200.0,7,4,0.5714285714285714,224.0,61.70494307589952,56.0,50014.067
665.0,19.0,250.0,7,4,0.5714285714285714,224.0,61.70494307589952,56.0,50014.067
658.0,21.0,200.0,7,4,0.5714285714285714,225.0,58.46580197004057,56.25,50014.067
658.0,21.0,250.0,7,4,0.5714285714285714,225.0,58.46580197004057,56.25,50014.067
651.0,23.0,150.0,7,4,0.5714285714285714,226.0,59.11429607125505,56.5,50014.067
651.0,23.0,200.0,7,4,0.5714285714285714,226.0,59.11429607125505,56.5,50014.067
651.0,23.0,250.0,7,4,0.5714285714285714,226.0,59.11429607125505,56.5,50014.067
668.0,18.0,250.0,7,4,0.5714285714285714,237.0,68.15240274561125,59.25,50014.067
661.0,20.0,200.0,7,4,0.5714285714285714,238.0,63.107051903887886,59.5,50014.067
661.0,20.0,250.0,7,4,0.5714285714285714,238.0,63.107051903887886,59.5,50014.067
654.0,22.0,150.0,7,4,0.5714285714285714,239.0,61.528448704643935,59.75,50014.067
654.0,22.0,200.0,7,4,0.5714285714285714,239.0,61.528448704643935,59.75,50014.067
654.0,22.0,250.0,7,4,0.5714285714285714,239.0,61.528448704643935,59.75,50014.067
653.0,28.0,250.0,7,4,0.5714285714285714,247.0,73.69023001728249,61.75,50014.067
652.0,28.0,250.0,7,4,0.5714285714285714,250.0,71.23552484540281,62.5,50014.067
650.0,5.0,250.0,7,4,0.5714285714285714,250.0,83.29165624478841,62.5,50014.067
664.0,19.0,250.0,7,4,0.5714285714285714,251.0,68.77681295320393,62.75,50014.067
657.0,21.0,200.0,7,4,0.5714285714285714,252.0,65.2725056972689,63.0,50014.067
657.0,21.0,250.0,7,4,0.5714285714285714,252.0,65.2725056972689,63.0,50014.067
650.0,23.0,200.0,7,4,0.5714285714285714,253.0,65.23994175349944,63.25,50014.067
650.0,23.0,250.0,7,4,0.5714285714285714,253.0,65.23994175349944,63.25,50014.067
651.0,28.0,200.0,7,4,0.5714285714285714,253.0,69.51438700010236,63.25,50014.067
651.0,28.0,250.0,7,4,0.5714285714285714,253.0,69.51438700010236,63.25,50014.067
650.0,28.0,200.0,7,4,0.5714285714285714,256.0,68.58206762704081,64.0,50014.067
650.0,28.0,250.0,7,4,0.5714285714285714,256.0,68.58206762704081,64.0,50014.067
667.0,18.0,250.0,7,4,0.5714285714285714,264.0,75.24293986813646,66.0,50014.067
660.0,20.0,250.0,7,4,0.5714285714285714,265.0,70.13380069552768,66.25,50014.067
653.0,22.0,200.0,7,4,0.5714285714285714,266.0,68.12855495311786,66.5,50014.067
653.0,22.0,250.0,7,4,0.5714285714285714,266.0,68.12855495311786,66.5,50014.067
651.0,5.0,250.0,7,4,0.5714285714285714,269.0,85.5847533150619,67.25,50014.067
670.0,2.0,250.0,7,4,0.5714285714285714,271.0,80.64583064238349,67.75,50014.067
654.0,4.0,250.0,7,4,0.5714285714285714,275.0,83.82571204588722,68.75,50014.067
663.0,19.0,250.0,7,4,0.5714285714285714,278.0,75.89795781178832,69.5,50014.067
656.0,21.0,200.0,7,4,0.5714285714285714,279.0,72.18206148344615,69.75,50014.067
656.0,21.0,250.0,7,4,0.5714285714285714,279.0,72.18206148344615,69.75,50014.067
653.0,4.0,250.0,7,4,0.5714285714285714,284.0,84.05058000989642,71.0,50014.067
659.0,20.0,250.0,7,4,0.5714285714285714,292.0,77.2172260574025,73.0,50014.067
652.0,22.0,200.0,7,4,0.5714285714285714,293.0,74.86487828080668,73.25,50014.067
652.0,22.0,250.0,7,4,0.5714285714285714,293.0,74.86487828080668,73.25,50014.067
665.0,3.0,250.0,7,4,0.5714285714285714,299.0,83.08880791057241,74.75,50014.067
658.0,3.0,250.0,7,4,0.5714285714285714,300.0,88.2581441001339,75.0,50014.067
652.0,4.0,250.0,7,4,0.5714285714285714,303.0,85.36246247619617,75.75,50014.067
655.0,21.0,250.0,7,4,0.5714285714285714,306.0,79.16754385478939,76.5,50014.067
666.0,3.0,250.0,7,4,0.5714285714285714,309.0,81.92832233116945,77.25,50014.067
667.0,3.0,250.0,7,4,0.5714285714285714,319.0,82.05942968361406,79.75,50014.067
658.0,20.0,250.0,7,4,0.5714285714285714,319.0,84.34304950616855,79.75,50014.067
657.0,3.0,250.0,7,4,0.5714285714285714,319.0,89.82065464023295,79.75,50014.067
651.0,22.0,250.0,7,4,0.5714285714285714,320.0,81.70373308484747,80.0,50014.067
651.0,4.0,250.0,7,4,0.5714285714285714,322.0,87.71259886698148,80.5,50014.067
660.0,4.0,250.0,7,4,0.5714285714285714,327.0,87.22814912629983,81.75,50014.067
668.0,3.0,200.0,7,4,0.5714285714285714,329.0,83.47604446785915,82.25,50014.067
668.0,3.0,250.0,7,4,0.5714285714285714,329.0,83.47604446785915,82.25,50014.067
654.0,21.0,250.0,7,4,0.5714285714285714,333.0,86.2104982006252,83.25,50014.067
661.0,4.0,250.0,7,4,0.5714285714285714,337.0,86.72514053029836,84.25,50014.067
656.0,3.0,250.0,7,4,0.5714285714285714,338.0,92.36070593060666,84.5,50014.067
669.0,3.0,250.0,7,4,0.5714285714285714,339.0,86.11474902709756,84.75,50014.067
650.0,4.0,250.0,7,4,0.5714285714285714,341.0,91.0206020634889,85.25,50014.067
662.0,4.0,250.0,7,4,0.5714285714285714,347.0,87.44569743560858,86.75,50014.067
650.0,22.0,250.0,7,4,0.5714285714285714,347.0,88.62138568088405,86.75,50014.067
670.0,3.0,250.0,7,4,0.5714285714285714,349.0,89.86795869496537,87.25,50014.067
661.0,2.0,250.0,7,4,0.5714285714285714,354.0,98.71423402934352,88.5,50014.067
655.0,5.0,250.0,7,4,0.5714285714285714,355.0,92.83722313813571,88.75,50014.067
663.0,4.0,200.0,7,4,0.5714285714285714,357.0,89.36022605163888,89.25,50014.067
663.0,4.0,250.0,7,4,0.5714285714285714,357.0,89.36022605163888,89.25,50014.067
655.0,3.0,250.0,7,4,0.5714285714285714,357.0,95.8005741110146,89.25,50014.067
656.0,5.0,250.0,7,4,0.5714285714285714,365.0,92.92604586443997,91.25,50014.067
664.0,4.0,250.0,7,4,0.5714285714285714,367.0,92.39453447038953,91.75,50014.067
657.0,5.0,250.0,7,4,0.5714285714285714,375.0,94.15280133909984,93.75,50014.067
665.0,4.0,250.0,7,4,0.5714285714285714,377.0,96.44298834026246,94.25,50014.067
650.0,6.0,250.0,7,4,0.5714285714285714,383.0,99.66819954228129,95.75,50014.067
658.0,5.0,250.0,7,4,0.5714285714285714,385.0,96.47408978580725,96.25,50014.067
651.0,6.0,250.0,7,4,0.5714285714285714,393.0,100.27088311169898,98.25,50014.067
659.0,5.0,250.0,7,4,0.5714285714285714,395.0,99.81357623089156,98.75,50014.067
652.0,6.0,250.0,7,4,0.5714285714285714,403.0,101.92031200894158,100.75,50014.067
668.0,26.0,150.0,7,3,0.42857142857142855,46.0,23.22355126446714,15.333333333333334,50014.067
668.0,26.0,200.0,7,3,0.42857142857142855,46.0,23.22355126446714,15.333333333333334,50014.067
668.0,26.0,250.0,7,3,0.42857142857142855,46.0,23.22355126446714,15.333333333333334,50014.067
665.0,27.0,150.0,7,3,0.42857142857142855,47.0,20.936411663256273,15.666666666666666,50014.067
665.0,27.0,200.0,7,3,0.42857142857142855,47.0,20.936411663256273,15.666666666666666,50014.067
665.0,27.0,250.0,7,3,0.42857142857142855,47.0,20.936411663256273,15.666666666666666,50014.067
662.0,28.0,150.0,7,3,0.42857142857142855,48.0,19.44222209522358,16.0,50014.067
662.0,28.0,200.0,7,3,0.42857142857142855,48.0,19.44222209522358,16.0,50014.067
662.0,28.0,250.0,7,3,0.42857142857142855,48.0,19.44222209522358,16.0,50014.067
663.0,24.0,150.0,7,3,0.42857142857142855,49.0,18.266545011760343,16.333333333333332,50014.067
659.0,29.0,150.0,7,3,0.42857142857142855,49.0,18.929694486000912,16.333333333333332,50014.067
659.0,29.0,200.0,7,3,0.42857142857142855,49.0,18.929694486000912,16.333333333333332,50014.067
659.0,29.0,250.0,7,3,0.42857142857142855,49.0,18.929694486000912,16.333333333333332,50014.067
669.0,26.0,150.0,7,3,0.42857142857142855,49.0,26.083200212652844,16.333333333333332,50014.067
669.0,26.0,200.0,7,3,0.42857142857142855,49.0,26.083200212652844,16.333333333333332,50014.067
669.0,26.0,250.0,7,3,0.42857142857142855,49.0,26.083200212652844,16.333333333333332,50014.067
660.0,25.0,150.0,7,3,0.42857142857142855,50.0,19.148542155126762,16.666666666666668,50014.067
656.0,30.0,150.0,7,3,0.42857142857142855,50.0,19.476481543988722,16.666666666666668,50014.067
656.0,30.0,200.0,7,3,0.42857142857142855,50.0,19.476481543988722,16.666666666666668,50014.067
656.0,30.0,250.0,7,3,0.42857142857142855,50.0,19.476481543988722,16.666666666666668,50014.067
659.0,25.0,150.0,7,3,0.42857142857142855,50.0,20.960279896349984,16.666666666666668,50014.067
666.0,27.0,150.0,7,3,0.42857142857142855,50.0,23.46628787573072,16.666666666666668,50014.067
666.0,27.0,200.0,7,3,0.42857142857142855,50.0,23.46628787573072,16.666666666666668,50014.067
666.0,27.0,250.0,7,3,0.42857142857142855,50.0,23.46628787573072,16.666666666666668,50014.067
670.0,25.0,150.0,7,3,0.42857142857142855,50.0,23.804761428476166,16.666666666666668,50014.067
670.0,25.0,200.0,7,3,0.42857142857142855,50.0,23.804761428476166,16.666666666666668,50014.067
670.0,25.0,250.0,7,3,0.42857142857142855,50.0,23.804761428476166,16.666666666666668,50014.067
667.0,26.0,150.0,7,3,0.42857142857142855,51.0,21.299452262127932,17.0,50014.067
667.0,26.0,200.0,7,3,0.42857142857142855,51.0,21.299452262127932,17.0,50014.067
667.0,26.0,250.0,7,3,0.42857142857142855,51.0,21.299452262127932,17.0,50014.067
663.0,28.0,150.0,7,3,0.42857142857142855,51.0,21.486429825977762,17.0,50014.067
663.0,28.0,200.0,7,3,0.42857142857142855,51.0,21.486429825977762,17.0,50014.067
663.0,28.0,250.0,7,3,0.42857142857142855,51.0,21.486429825977762,17.0,50014.067
664.0,27.0,150.0,7,3,0.42857142857142855,52.0,19.527758021169078,17.333333333333332,50014.067
664.0,27.0,200.0,7,3,0.42857142857142855,52.0,19.527758021169078,17.333333333333332,50014.067
664.0,27.0,250.0,7,3,0.42857142857142855,52.0,19.527758021169078,17.333333333333332,50014.067
660.0,29.0,150.0,7,3,0.42857142857142855,52.0,20.33060090930254,17.333333333333332,50014.067
660.0,29.0,200.0,7,3,0.42857142857142855,52.0,20.33060090930254,17.333333333333332,50014.067
660.0,29.0,250.0,7,3,0.42857142857142855,52.0,20.33060090930254,17.333333333333332,50014.067
661.0,28.0,150.0,7,3,0.42857142857142855,53.0,18.699376103674332,17.666666666666668,50014.067
661.0,28.0,200.0,7,3,0.42857142857142855,53.0,18.699376103674332,17.666666666666668,50014.067
661.0,28.0,250.0,7,3,0.42857142857142855,53.0,18.699376103674332,17.666666666666668,50014.067
657.0,30.0,150.0,7,3,0.42857142857142855,53.0,20.141168453361058,17.666666666666668,50014.067
657.0,30.0,200.0,7,3,0.42857142857142855,53.0,20.141168453361058,17.666666666666668,50014.067
657.0,30.0,250.0,7,3,0.42857142857142855,53.0,20.141168453361058,17.666666666666668,50014.067
658.0,29.0,150.0,7,3,0.42857142857142855,54.0,18.93849694845572,18.0,50014.067
658.0,29.0,200.0,7,3,0.42857142857142855,54.0,18.93849694845572,18.0,50014.067
658.0,29.0,250.0,7,3,0.42857142857142855,54.0,18.93849694845572,18.0,50014.067
655.0,30.0,150.0,7,3,0.42857142857142855,55.0,20.207259421636902,18.333333333333332,50014.067
655.0,30.0,200.0,7,3,0.42857142857142855,55.0,20.207259421636902,18.333333333333332,50014.067
655.0,30.0,250.0,7,3,0.42857142857142855,55.0,20.207259421636902,18.333333333333332,50014.067
669.0,25.0,150.0,7,3,0.42857142857142855,55.0,22.531459488161584,18.333333333333332,50014.067
669.0,25.0,200.0,7,3,0.42857142857142855,55.0,22.531459488161584,18.333333333333332,50014.067
666.0,26.0,150.0,7,3,0.42857142857142855,56.0,20.575065816014618,18.666666666666668,50014.067
666.0,26.0,200.0,7,3,0.42857142857142855,56.0,20.575065816014618,18.666666666666668,50014.067
666.0,26.0,250.0,7,3,0.42857142857142855,56.0,20.575065816014618,18.666666666666668,50014.067
663.0,27.0,150.0,7,3,0.42857142857142855,57.0,19.485036994233976,19.0,50014.067
663.0,27.0,200.0,7,3,0.42857142857142855,57.0,19.485036994233976,19.0,50014.067
663.0,27.0,250.0,7,3,0.42857142857142855,57.0,19.485036994233976,19.0,50014.067
660.0,28.0,150.0,7,3,0.42857142857142855,58.0,19.407902170679517,19.333333333333332,50014.067
660.0,28.0,200.0,7,3,0.42857142857142855,58.0,19.407902170679517,19.333333333333332,50014.067
660.0,28.0,250.0,7,3,0.42857142857142855,58.0,19.407902170679517,19.333333333333332,50014.067
657.0,29.0,150.0,7,3,0.42857142857142855,59.0,20.355179521029367,19.666666666666668,50014.067
657.0,29.0,200.0,7,3,0.42857142857142855,59.0,20.355179521029367,19.666666666666668,50014.067
657.0,29.0,250.0,7,3,0.42857142857142855,59.0,20.355179521029367,19.666666666666668,50014.067
667.0,27.0,150.0,7,3,0.42857142857142855,59.0,26.801741236966926,19.666666666666668,50014.067
667.0,27.0,200.0,7,3,0.42857142857142855,59.0,26.801741236966926,19.666666666666668,50014.067
667.0,27.0,250.0,7,3,0.42857142857142855,59.0,26.801741236966926,19.666666666666668,50014.067
654.0,30.0,150.0,7,3,0.42857142857142855,60.0,22.19609575278199,20.0,50014.067
654.0,30.0,200.0,7,3,0.42857142857142855,60.0,22.19609575278199,20.0,50014.067
654.0,30.0,250.0,7,3,0.42857142857142855,60.0,22.19609575278199,20.0,50014.067
668.0,25.0,150.0,7,3,0.42857142857142855,60.0,22.44994432064365,20.0,50014.067
668.0,25.0,200.0,7,3,0.42857142857142855,60.0,22.44994432064365,20.0,50014.067
664.0,28.0,150.0,7,3,0.42857142857142855,60.0,24.5085019262024,20.0,50014.067
664.0,28.0,200.0,7,3,0.42857142857142855,60.0,24.5085019262024,20.0,50014.067
664.0,28.0,250.0,7,3,0.42857142857142855,60.0,24.5085019262024,20.0,50014.067
665.0,26.0,150.0,7,3,0.42857142857142855,61.0,21.173883284209662,20.333333333333332,50014.067
665.0,26.0,200.0,7,3,0.42857142857142855,61.0,21.173883284209662,20.333333333333332,50014.067
665.0,26.0,250.0,7,3,0.42857142857142855,61.0,21.173883284209662,20.333333333333332,50014.067
661.0,29.0,150.0,7,3,0.42857142857142855,61.0,22.8837642591132,20.333333333333332,50014.067
661.0,29.0,200.0,7,3,0.42857142857142855,61.0,22.8837642591132,20.333333333333332,50014.067
661.0,29.0,250.0,7,3,0.42857142857142855,61.0,22.8837642591132,20.333333333333332,50014.067
662.0,27.0,150.0,7,3,0.42857142857142855,62.0,20.816659994661325,20.666666666666668,50014.067
662.0,27.0,200.0,7,3,0.42857142857142855,62.0,20.816659994661325,20.666666666666668,50014.067
662.0,27.0,250.0,7,3,0.42857142857142855,62.0,20.816659994661325,20.666666666666668,50014.067
658.0,30.0,150.0,7,3,0.42857142857142855,62.0,22.075627586397932,20.666666666666668,50014.067
658.0,30.0,200.0,7,3,0.42857142857142855,62.0,22.075627586397932,20.666666666666668,50014.067
658.0,30.0,250.0,7,3,0.42857142857142855,62.0,22.075627586397932,20.666666666666668,50014.067
659.0,28.0,150.0,7,3,0.42857142857142855,63.0,21.42428528562855,21.0,50014.067
659.0,28.0,200.0,7,3,0.42857142857142855,63.0,21.42428528562855,21.0,50014.067
659.0,28.0,250.0,7,3,0.42857142857142855,63.0,21.42428528562855,21.0,50014.067
656.0,29.0,150.0,7,3,0.42857142857142855,64.0,22.920151250228113,21.333333333333332,50014.067
656.0,29.0,200.0,7,3,0.42857142857142855,64.0,22.920151250228113,21.333333333333332,50014.067
656.0,29.0,250.0,7,3,0.42857142857142855,64.0,22.920151250228113,21.333333333333332,50014.067
670.0,26.0,150.0,7,3,0.42857142857142855,64.0,29.60855732160327,21.333333333333332,50014.067
670.0,26.0,200.0,7,3,0.42857142857142855,64.0,29.60855732160327,21.333333333333332,50014.067
670.0,26.0,250.0,7,3,0.42857142857142855,64.0,29.60855732160327,21.333333333333332,50014.067
667.0,25.0,150.0,7,3,0.42857142857142855,65.0,23.572582944316192,21.666666666666668,50014.067
653.0,30.0,150.0,7,3,0.42857142857142855,65.0,25.146238950056397,21.666666666666668,50014.067
653.0,30.0,200.0,7,3,0.42857142857142855,65.0,25.146238950056397,21.666666666666668,50014.067
653.0,30.0,250.0,7,3,0.42857142857142855,65.0,25.146238950056397,21.666666666666668,50014.067
664.0,26.0,150.0,7,3,0.42857142857142855,66.0,22.992752481307377,22.0,50014.067
664.0,26.0,200.0,7,3,0.42857142857142855,66.0,22.992752481307377,22.0,50014.067
661.0,27.0,150.0,7,3,0.42857142857142855,67.0,23.288051299611425,22.333333333333332,50014.067
661.0,27.0,200.0,7,3,0.42857142857142855,67.0,23.288051299611425,22.333333333333332,50014.067
661.0,27.0,250.0,7,3,0.42857142857142855,67.0,23.288051299611425,22.333333333333332,50014.067
658.0,28.0,150.0,7,3,0.42857142857142855,68.0,24.426761280748348,22.666666666666668,50014.067
658.0,28.0,200.0,7,3,0.42857142857142855,68.0,24.426761280748348,22.666666666666668,50014.067
658.0,28.0,250.0,7,3,0.42857142857142855,68.0,24.426761280748348,22.666666666666668,50014.067
666.0,23.0,150.0,7,3,0.42857142857142855,68.0,30.681155997343602,22.666666666666668,50014.067
668.0,27.0,150.0,7,3,0.42857142857142855,68.0,30.681155997343602,22.666666666666668,50014.067
668.0,27.0,200.0,7,3,0.42857142857142855,68.0,30.681155997343602,22.666666666666668,50014.067
668.0,27.0,250.0,7,3,0.42857142857142855,68.0,30.681155997343602,22.666666666666668,50014.067
662.0,24.0,150.0,7,3,0.42857142857142855,69.0,24.85290056847825,23.0,50014.067
655.0,29.0,150.0,7,3,0.42857142857142855,69.0,26.299556396765833,23.0,50014.067
655.0,29.0,200.0,7,3,0.42857142857142855,69.0,26.299556396765833,23.0,50014.067
655.0,29.0,250.0,7,3,0.42857142857142855,69.0,26.299556396765833,23.0,50014.067
665.0,28.0,150.0,7,3,0.42857142857142855,69.0,28.19574435974337,23.0,50014.067
665.0,28.0,200.0,7,3,0.42857142857142855,69.0,28.19574435974337,23.0,50014.067
665.0,28.0,250.0,7,3,0.42857142857142855,69.0,28.19574435974337,23.0,50014.067
658.0,25.0,150.0,7,3,0.42857142857142855,70.0,25.113077602449817,23.333333333333332,50014.067
666.0,25.0,150.0,7,3,0.42857142857142855,70.0,25.74231276841043,23.333333333333332,50014.067
662.0,29.0,150.0,7,3,0.42857142857142855,70.0,26.25515822335362,23.333333333333332,50014.067
662.0,29.0,200.0,7,3,0.42857142857142855,70.0,26.25515822335362,23.333333333333332,50014.067
662.0,29.0,250.0,7,3,0.42857142857142855,70.0,26.25515822335362,23.333333333333332,50014.067
652.0,30.0,150.0,7,3,0.42857142857142855,70.0,28.763402673072832,23.333333333333332,50014.067
652.0,30.0,200.0,7,3,0.42857142857142855,70.0,28.763402673072832,23.333333333333332,50014.067
652.0,30.0,250.0,7,3,0.42857142857142855,70.0,28.763402673072832,23.333333333333332,50014.067
659.0,30.0,150.0,7,3,0.42857142857142855,71.0,24.986663109213552,23.666666666666668,50014.067
659.0,30.0,200.0,7,3,0.42857142857142855,71.0,24.986663109213552,23.666666666666668,50014.067
659.0,30.0,250.0,7,3,0.42857142857142855,71.0,24.986663109213552,23.666666666666668,50014.067
663.0,26.0,150.0,7,3,0.42857142857142855,71.0,25.77466456296441,23.666666666666668,50014.067
663.0,26.0,200.0,7,3,0.42857142857142855,71.0,25.77466456296441,23.666666666666668,50014.067
660.0,27.0,150.0,7,3,0.42857142857142855,72.0,26.583202716502512,24.0,50014.067
660.0,27.0,200.0,7,3,0.42857142857142855,72.0,26.583202716502512,24.0,50014.067
660.0,27.0,250.0,7,3,0.42857142857142855,72.0,26.583202716502512,24.0,50014.067
657.0,28.0,150.0,7,3,0.42857142857142855,73.0,28.101008285587664,24.333333333333332,50014.067
657.0,28.0,200.0,7,3,0.42857142857142855,73.0,28.101008285587664,24.333333333333332,50014.067
657.0,28.0,250.0,7,3,0.42857142857142855,73.0,28.101008285587664,24.333333333333332,50014.067
654.0,29.0,150.0,7,3,0.42857142857142855,74.0,30.22140521771503,24.666666666666668,50014.067
654.0,29.0,200.0,7,3,0.42857142857142855,74.0,30.22140521771503,24.666666666666668,50014.067
654.0,29.0,250.0,7,3,0.42857142857142855,74.0,30.22140521771503,24.666666666666668,50014.067
662.0,26.0,150.0,7,3,0.42857142857142855,76.0,29.246082358725133,25.333333333333332,50014.067
659.0,27.0,150.0,7,3,0.42857142857142855,77.0,30.43572462310259,25.666666666666668,50014.067
659.0,27.0,200.0,7,3,0.42857142857142855,77.0,30.43572462310259,25.666666666666668,50014.067
659.0,27.0,250.0,7,3,0.42857142857142855,77.0,30.43572462310259,25.666666666666668,50014.067
656.0,28.0,150.0,7,3,0.42857142857142855,78.0,32.218007387174026,26.0,50014.067
656.0,28.0,200.0,7,3,0.42857142857142855,78.0,32.218007387174026,26.0,50014.067
656.0,28.0,250.0,7,3,0.42857142857142855,78.0,32.218007387174026,26.0,50014.067
666.0,28.0,150.0,7,3,0.42857142857142855,78.0,32.321303604073066,26.0,50014.067
666.0,28.0,200.0,7,3,0.42857142857142855,78.0,32.321303604073066,26.0,50014.067
666.0,28.0,250.0,7,3,0.42857142857142855,78.0,32.321303604073066,26.0,50014.067
667.0,22.0,150.0,7,3,0.42857142857142855,78.0,33.53605025441527,26.0,50014.067
663.0,29.0,150.0,7,3,0.42857142857142855,79.0,30.171730698343,26.333333333333332,50014.067
663.0,29.0,200.0,7,3,0.42857142857142855,79.0,30.171730698343,26.333333333333332,50014.067
663.0,29.0,250.0,7,3,0.42857142857142855,79.0,30.171730698343,26.333333333333332,50014.067
654.0,26.0,150.0,7,3,0.42857142857142855,79.0,31.310275203730377,26.333333333333332,50014.067
654.0,26.0,200.0,7,3,0.42857142857142855,79.0,31.310275203730377,26.333333333333332,50014.067
660.0,30.0,150.0,7,3,0.42857142857142855,80.0,28.577380332470412,26.666666666666668,50014.067
660.0,30.0,200.0,7,3,0.42857142857142855,80.0,28.577380332470412,26.666666666666668,50014.067
660.0,30.0,250.0,7,3,0.42857142857142855,80.0,28.577380332470412,26.666666666666668,50014.067
668.0,22.0,150.0,7,3,0.42857142857142855,80.0,38.514066694304475,26.666666666666668,50014.067
661.0,26.0,150.0,7,3,0.42857142857142855,81.0,33.19136433873526,27.0,50014.067
658.0,27.0,150.0,7,3,0.42857142857142855,82.0,34.66025581748256,27.333333333333332,50014.067
658.0,27.0,200.0,7,3,0.42857142857142855,82.0,34.66025581748256,27.333333333333332,50014.067
655.0,26.0,150.0,7,3,0.42857142857142855,83.0,29.692872320923527,27.666666666666668,50014.067
669.0,27.0,150.0,7,3,0.42857142857142855,83.0,34.92372641438291,27.666666666666668,50014.067
669.0,27.0,200.0,7,3,0.42857142857142855,83.0,34.92372641438291,27.666666666666668,50014.067
669.0,27.0,250.0,7,3,0.42857142857142855,83.0,34.92372641438291,27.666666666666668,50014.067
651.0,30.0,150.0,7,3,0.42857142857142855,85.0,32.82783371876169,28.333333333333332,50014.067
651.0,30.0,200.0,7,3,0.42857142857142855,85.0,32.82783371876169,28.333333333333332,50014.067
651.0,30.0,250.0,7,3,0.42857142857142855,85.0,32.82783371876169,28.333333333333332,50014.067
660.0,26.0,150.0,7,3,0.42857142857142855,86.0,37.46109092556346,28.666666666666668,50014.067
656.0,26.0,150.0,7,3,0.42857142857142855,87.0,30.027764929589193,29.0,50014.067
667.0,28.0,150.0,7,3,0.42857142857142855,87.0,36.737809769591145,29.0,50014.067
667.0,28.0,200.0,7,3,0.42857142857142855,87.0,36.737809769591145,29.0,50014.067
667.0,28.0,250.0,7,3,0.42857142857142855,87.0,36.737809769591145,29.0,50014.067
670.0,18.0,150.0,7,3,0.42857142857142855,88.0,30.055504210266268,29.333333333333332,50014.067
664.0,29.0,150.0,7,3,0.42857142857142855,88.0,34.448028487370166,29.333333333333332,50014.067
664.0,29.0,200.0,7,3,0.42857142857142855,88.0,34.448028487370166,29.333333333333332,50014.067
664.0,29.0,250.0,7,3,0.42857142857142855,88.0,34.448028487370166,29.333333333333332,50014.067
