lag_days,r,err,p_local,n_pairs,corr_method,shuffle_method,pc_column,p_global,p_zero_local,p_zero_global
-600.0,-0.14692005487045914,0.13312194190046103,0.37162837162837165,10226,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
-550.0,-0.15102748946979364,0.13304521630872418,0.36363636363636365,10276,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
-500.0,-0.13890706470147393,0.13295938765458085,0.4125874125874126,10326,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
-450.0,-0.12798077372558586,0.13294116718629076,0.46253746253746253,10376,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
-400.0,-0.1027594961454393,0.13321386883640357,0.5664335664335665,10426,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
-350.0,-0.07771371505009397,0.13333537250381744,0.6623376623376623,10476,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
-300.0,-0.06359373767967831,0.13249003667875983,0.7302697302697303,10526,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
-250.0,-0.04075106038857723,0.13094015700798436,0.8071928071928072,10576,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
-200.0,-0.01273635575162242,0.1301862011284671,0.938061938061938,10626,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
-150.0,4.6323903349100266e-05,0.13038059511121874,1.0,10676,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
-100.0,-0.03496212899846805,0.13093791508771552,0.8271728271728271,10726,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
-50.0,-0.10738443681529854,0.13158904472027302,0.5204795204795205,10776,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
0.0,-0.11817793992200187,0.1322076554100918,0.4965034965034965,10825,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
50.0,-0.04413386220420758,0.1318110708898122,0.7792207792207793,10775,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
100.0,0.012129856541897464,0.13131447323684362,0.938061938061938,10725,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
150.0,0.011251980878934784,0.13093054579381344,0.9500499500499501,10675,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
200.0,0.008957269944026945,0.13159167284271692,0.9690309690309691,10625,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
250.0,0.015998778584481704,0.13222060366558427,0.9280719280719281,10575,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
300.0,0.02288170007930227,0.13249229005744398,0.8721278721278721,10525,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
350.0,0.02739015324729904,0.13252484831217395,0.8421578421578422,10475,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
400.0,0.02853135967410014,0.13220225528366045,0.8401598401598401,10425,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
450.0,0.032685662850303075,0.1319343703612304,0.8111888111888111,10375,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
500.0,0.019661096414725552,0.13185225200194786,0.903096903096903,10325,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
550.0,-0.022732431632121256,0.13204480432111873,0.8881118881118881,10275,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
600.0,-0.06326568590793015,0.13224547661194241,0.6893106893106893,10225,spearman,circular,PC2,0.8331668331668332,0.4965034965034965,0.9050949050949051
