lag_days,r,err,p_local,n_pairs,corr_method,shuffle_method,pc_column,p_global,p_zero_local,p_zero_global
-600.0,-0.2368304774115166,0.11642823471911706,0.012987012987012988,10226,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
-550.0,-0.23506072008599174,0.11565296182828295,0.012987012987012988,10276,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
-500.0,-0.21287468457786954,0.11460546633255421,0.053946053946053944,10326,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
-450.0,-0.19059753479550748,0.11428465787573887,0.08591408591408592,10376,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
-400.0,-0.15776453818369146,0.11431455056398128,0.16083916083916083,10426,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
-350.0,-0.12427853765257962,0.11342297616663083,0.3336663336663337,10476,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
-300.0,-0.09511498883522604,0.11301744944626983,0.45354645354645357,10526,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
-250.0,-0.08071422573682469,0.1130095975854365,0.5134865134865135,10576,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
-200.0,-0.0807869964023958,0.11167205591557434,0.5074925074925075,10626,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
-150.0,-0.08312553328884333,0.10900868079079103,0.4755244755244755,10676,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
-100.0,-0.09784366597141934,0.10671435877779474,0.3886113886113886,10726,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
-50.0,-0.10415676109406508,0.10627607751622056,0.3436563436563437,10776,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
0.0,-0.1471891901931401,0.10748589978889261,0.2017982017982018,10825,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
50.0,-0.20786524040701737,0.1082955618130152,0.05094905094905095,10775,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
100.0,-0.25019784700533126,0.10751689446831927,0.008991008991008992,10725,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
150.0,-0.25823724279681726,0.10855641501979146,0.001998001998001998,10675,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
200.0,-0.2237093127183728,0.11016570073354522,0.017982017982017984,10625,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
250.0,-0.1570579540280538,0.11172194080554411,0.18181818181818182,10575,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
300.0,-0.11459216886466322,0.11271979414577989,0.35764235764235763,10525,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
350.0,-0.07860006816913356,0.11297935958522586,0.5734265734265734,10475,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
400.0,-0.06923713804685622,0.11304885797583855,0.6453546453546454,10425,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
450.0,-0.0632339401033089,0.11271244938920565,0.6753246753246753,10375,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
500.0,-0.06750844714598514,0.11239393635234128,0.6243756243756243,10325,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
550.0,-0.07457338152942505,0.11184016854946958,0.5614385614385614,10275,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
600.0,-0.07483861015036553,0.11131056195325602,0.5484515484515484,10225,spearman,circular,PC1,0.04695304695304695,0.2017982017982018,0.7782217782217782
