lag_days,r,err,p_local,n_pairs,corr_method,shuffle_method,pc_column,p_global,p_zero_local,p_zero_global,segment_id,segment_label,segment_start,segment_end,segment_center,n_spin_points,n_pc_points
80.0,-0.3288203230863757,0.2925786552779914,0.3866133866133866,1000,pearson,circular,PC1,0.23576423576423577,0.3916083916083916,1.0,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
100.0,-0.43278400744659495,0.2926214698174272,0.0959040959040959,1000,pearson,circular,PC1,0.23576423576423577,0.3916083916083916,1.0,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
120.0,-0.5423010419455166,0.2916148428880723,0.01898101898101898,1000,pearson,circular,PC1,0.23576423576423577,0.3916083916083916,1.0,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
140.0,-0.5553807087260351,0.29248315341094594,0.015984015984015984,1000,pearson,circular,PC1,0.23576423576423577,0.3916083916083916,1.0,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
160.0,-0.4900995900145311,0.2974700784633614,0.03396603396603397,1000,pearson,circular,PC1,0.23576423576423577,0.3916083916083916,1.0,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
180.0,-0.41651963731889263,0.30412722024533084,0.12187812187812187,1000,pearson,circular,PC1,0.23576423576423577,0.3916083916083916,1.0,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
200.0,-0.3392354061525776,0.3071976893815008,0.4025974025974026,1000,pearson,circular,PC1,0.23576423576423577,0.3916083916083916,1.0,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-200.0,-0.11766442566442567,0.03120093504795474,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-180.0,-0.16283051483051483,0.03175735215777861,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-160.0,-0.2105600705600706,0.031197381606389924,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-140.0,-0.19805688605688607,0.030524176154321774,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-120.0,-0.13155341955341956,0.031075573116692234,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-100.0,-0.04848714048714049,0.03205914653295746,0.12687312687312688,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-80.0,-0.0004616404616404617,0.03250890022852056,0.9920079920079921,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-60.0,-0.03654874854874855,0.03218931639471673,0.2517482517482518,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-40.0,-0.13147468747468746,0.03237880714379579,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-20.0,-0.2511047871047871,0.03232317124138016,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
0.0,-0.3621663381663382,0.03194268543877219,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
20.0,-0.37800684600684603,0.031853499132241815,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
40.0,-0.3170905130905131,0.032224299463761034,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
60.0,-0.2750396270396271,0.032267462599732455,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
80.0,-0.2764941484941485,0.0320068929529647,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
100.0,-0.35157234357234357,0.0323744303177053,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
120.0,-0.4676837396837397,0.03243792389563266,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
140.0,-0.5423197223197224,0.032540773194115316,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
160.0,-0.5376960936960938,0.03267321437527212,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
180.0,-0.48441240441240446,0.03266858555947766,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
200.0,-0.4212045252045252,0.03220659140117042,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-200.0,-0.11766442566442567,0.30510955274086493,0.7762237762237763,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-180.0,-0.16283051483051483,0.30466414422205873,0.6813186813186813,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-160.0,-0.2105600705600706,0.30500153979251154,0.5504495504495505,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-140.0,-0.19805688605688607,0.3064727037179069,0.5774225774225774,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-120.0,-0.13155341955341956,0.3062877231591135,0.7392607392607392,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-100.0,-0.04848714048714049,0.3053542865795547,0.8911088911088911,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-80.0,-0.0004616404616404617,0.30440961507262926,0.998001998001998,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-60.0,-0.03654874854874855,0.3039184546555623,0.932067932067932,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-40.0,-0.13147468747468746,0.3022982542401862,0.7542457542457542,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-20.0,-0.2511047871047871,0.29967161420527855,0.5064935064935064,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
0.0,-0.3621663381663382,0.29677167373123786,0.3226773226773227,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
20.0,-0.37800684600684603,0.29555870138795276,0.26073926073926074,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
40.0,-0.3170905130905131,0.29734653982135034,0.37462537462537465,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
60.0,-0.2750396270396271,0.3007114265188209,0.4565434565434565,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
80.0,-0.2764941484941485,0.30462546865598905,0.4515484515484515,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
100.0,-0.35157234357234357,0.3084333179023741,0.34965034965034963,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
120.0,-0.4676837396837397,0.3098742233670968,0.11788211788211789,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
140.0,-0.5423197223197224,0.3088591916631364,0.03696303696303696,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
160.0,-0.5376960936960938,0.306647686698465,0.04395604395604396,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
180.0,-0.48441240441240446,0.3061458097501818,0.08791208791208792,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
200.0,-0.4212045252045252,0.30631825048331407,0.19480519480519481,1000,spearman,circular,PC1,0.5364635364635365,0.3226773226773227,0.9280719280719281,2,seg02_50995.1_51995.1,50995.067,51995.067,51495.067,1000,1401
-200.0,0.1933887108981977,0.03312260069576066,0.000999000999000999,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-180.0,0.13777695246389224,0.03276045783756001,0.000999000999000999,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-160.0,0.0898477213962004,0.03339847983011741,0.008991008991008992,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-140.0,0.08090377077950443,0.03175902202360205,0.007992007992007992,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-120.0,0.09796012485415143,0.030642267264702722,0.001998001998001998,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-100.0,0.08911442192947336,0.030736772451899923,0.003996003996003996,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-80.0,0.05222876200735928,0.0317003796493779,0.0979020979020979,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-60.0,0.0011885676595372653,0.03276425228577833,0.967032967032967,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-40.0,-0.0857125788283291,0.03296140152996737,0.013986013986013986,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-20.0,-0.18470408545758255,0.031021720903126253,0.000999000999000999,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
0.0,-0.2857635881017452,0.03077030959182781,0.000999000999000999,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
20.0,-0.399375345650391,0.03089867886652235,0.000999000999000999,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
40.0,-0.48251608619442254,0.030834121040718747,0.000999000999000999,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
60.0,-0.4684917087236986,0.03196817232369193,0.000999000999000999,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
80.0,-0.37745380701406434,0.031088124327742196,0.000999000999000999,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
100.0,-0.24315513270525935,0.03084738719500439,0.000999000999000999,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
120.0,-0.07845125027985601,0.030608352510441306,0.01098901098901099,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
140.0,0.06263148184751195,0.030828287076783163,0.04495504495504495,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
160.0,0.1338944948181693,0.030517634512087662,0.000999000999000999,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
180.0,0.13060098227639316,0.03144542047782755,0.000999000999000999,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
200.0,0.08349019938539552,0.03063775702868941,0.007992007992007992,1000,pearson,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-200.0,0.1933887108981977,0.23033652592835804,0.4155844155844156,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-180.0,0.13777695246389224,0.22823010951239883,0.5524475524475524,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-160.0,0.0898477213962004,0.22519152953400495,0.7172827172827173,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-140.0,0.08090377077950443,0.22490239349993688,0.7592407592407593,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-120.0,0.09796012485415143,0.2269862943984243,0.6713286713286714,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-100.0,0.08911442192947336,0.22811426548423322,0.7302697302697303,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-80.0,0.05222876200735928,0.22602804409701072,0.8321678321678322,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-60.0,0.0011885676595372653,0.2251416020736334,0.995004995004995,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-40.0,-0.0857125788283291,0.22462612700308054,0.7282717282717283,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-20.0,-0.18470408545758255,0.2225373483439655,0.41858141858141856,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
0.0,-0.2857635881017452,0.22200976561657976,0.22677322677322678,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
20.0,-0.399375345650391,0.22197452856333583,0.0939060939060939,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
40.0,-0.48251608619442254,0.22180730937158843,0.00999000999000999,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
60.0,-0.4684917087236986,0.22092605734101572,0.017982017982017984,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
80.0,-0.37745380701406434,0.21876386758876598,0.10989010989010989,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
100.0,-0.24315513270525935,0.2162359508144704,0.25274725274725274,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
120.0,-0.07845125027985601,0.21743747951881887,0.7792207792207793,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
140.0,0.06263148184751195,0.22118789275058726,0.8101898101898102,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
160.0,0.1338944948181693,0.2256791352817804,0.5684315684315684,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
180.0,0.13060098227639316,0.22904394294740435,0.5874125874125874,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
200.0,0.08349019938539552,0.2279514837193956,0.7692307692307693,1000,pearson,circular,PC1,0.23276723276723277,0.22677322677322678,0.8901098901098901,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-200.0,0.21992558792558795,0.030422416908574147,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-180.0,0.19743264543264546,0.03164490385256028,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-160.0,0.2154134874134874,0.03149044431586757,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-140.0,0.24569834969834972,0.03165141857836425,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-120.0,0.2681587841587842,0.03172409240124527,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-100.0,0.27315114915114913,0.03188592888161088,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-80.0,0.22131068931068934,0.03149749156496151,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-60.0,0.13485344685344686,0.030090965808604455,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-40.0,0.02148731748731749,0.030428927473571545,0.46153846153846156,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-20.0,-0.13717956517956517,0.03146083540235098,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
0.0,-0.34639964239964244,0.03184251986583053,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
20.0,-0.5720364920364921,0.03123773438029782,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
40.0,-0.6931796611796611,0.03162891088066532,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
60.0,-0.6536311376311377,0.03251366517655999,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
80.0,-0.5345809745809746,0.031639976058088104,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
100.0,-0.39030228630228636,0.03178152433050951,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
120.0,-0.18123565323565327,0.03138965717764332,0.000999000999000999,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
140.0,0.008145332145332146,0.030804169345805325,0.8041958041958042,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
160.0,0.09957737157737157,0.030619065556747475,0.002997002997002997,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
180.0,0.09988776388776388,0.030467622469091207,0.002997002997002997,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
200.0,0.04607108207108208,0.029887435851915837,0.13086913086913088,1000,spearman,permute,PC1,0.000999000999000999,0.000999000999000999,0.000999000999000999,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-200.0,0.21992558792558795,0.2314527100547279,0.2827172827172827,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-180.0,0.19743264543264546,0.22952546009058966,0.32667332667332666,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-160.0,0.2154134874134874,0.2226788226876182,0.26973026973026976,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-140.0,0.24569834969834972,0.21675898174490235,0.23176823176823177,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-120.0,0.2681587841587842,0.2139586794883554,0.16483516483516483,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-100.0,0.27315114915114913,0.21613337415488676,0.16483516483516483,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-80.0,0.22131068931068934,0.22292703745916992,0.26873126873126874,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-60.0,0.13485344685344686,0.2275855757712027,0.46353646353646355,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-40.0,0.02148731748731749,0.22766872510049774,0.9240759240759241,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
-20.0,-0.13717956517956517,0.2278339748361082,0.4595404595404595,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
0.0,-0.34639964239964244,0.22884658062255542,0.1008991008991009,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
20.0,-0.5720364920364921,0.22715735921461555,0.04095904095904096,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
40.0,-0.6931796611796611,0.22457490617528217,0.008991008991008992,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
60.0,-0.6536311376311377,0.21843814944460516,0.024975024975024976,1000,spearman,circular,PC1,0.15084915084915085,0.1008991008991009,0.6683316683316683,3,seg03_51995.1_52995.1,51995.067,52995.067,52495.067,1000,1401
