MJD,PC1,PC2,PC3,dataset
52485.502,-0.3772206288683311,-0.9964636190202492,-1.1977670394579856,AFB
52486.486,-0.35708182600593275,-0.8683627731532683,-1.2234972359423684,AFB
52492.482,-0.3475905698486604,-0.5309143244421006,-0.9290969473664873,AFB
52493.46,-0.3454122014158522,-0.5099782641997781,-0.855732180166069,AFB
52498.451,-0.4220576602769918,-0.5910222920830784,-0.009938203607444858,AFB
52499.447,-0.39224417487870883,-0.6267585653064796,0.08250393768609825,AFB
52500.444,-0.3636008571360785,-0.7203539722591817,0.11080868812880945,AFB
52501.441,-0.3438740203856824,-0.8199062845260969,0.09462076462952362,AFB
52507.427,-0.286848764674571,-1.2543307233704657,0.18253056376944674,AFB
52508.422,-0.3385432655628368,-1.2852711931277723,0.14921089819715982,AFB
52509.42,-0.3908237456411365,-1.280089400869033,-0.01282608916310272,AFB
52510.417,-0.43374375321905173,-1.2142980156971954,-0.23702098814124326,AFB
52511.413,-0.469475431459205,-1.1879966612423805,-0.30921264841995005,AFB
52516.401,-0.6877033646095789,-1.0210931334783024,-0.6269592999649035,AFB
52517.398,-0.7795105871597598,-0.9792285681726971,-0.6054749064588606,AFB
52518.395,-0.7955547139371623,-0.9243660726010972,-0.7755414873339233,AFB
52519.392,-0.8039911351735903,-0.8829624043341474,-0.9107392446190947,AFB
52520.391,-0.7795742521822207,-0.8241371057734814,-1.1045837067305049,AFB
52523.381,-0.8308393021507331,-0.5913606047882665,-1.2442975817921949,AFB
52527.358,-0.9365573666618853,-0.2706598569968981,-1.5297865896027367,AFB
52527.384,-0.9371571496507645,-0.26730970436659895,-1.5335676190544811,AFB
52531.36,-0.9360190959701733,-0.15400408904162738,-1.004227002276002,AFB
52532.357,-0.8899786845669764,-0.06575964263038032,-0.897741435824903,AFB
52535.349,-0.9431728473146411,0.17435175150249543,-0.5702296772579901,AFB
52537.343,-1.01650567568597,0.29208168695231823,-0.6025085026324197,AFB
52538.34,-0.9836191183508949,0.2758517516685909,-0.6164186638893014,AFB
52539.338,-0.9528738732370405,0.2857212066258577,-0.6376516453350995,AFB
52542.33,-0.8055740062994223,0.3000185817565887,-0.38373775860328513,AFB
52543.326,-0.8076010811748633,0.3023072923549206,-0.3088164826958914,AFB
52544.323,-0.7929848518554276,0.31251018305441386,-0.23194873965471838,AFB
52555.294,-0.6739155872321184,0.6433892423938861,0.3843566999183768,AFB
52556.291,-0.7091175525080293,0.6445675912646456,0.4109428955552011,AFB
52560.28,-0.7291849187747946,0.5896502920059449,0.26098256347991927,AFB
52561.278,-0.7269267682389287,0.5381119521555074,0.17174967653498477,AFB
52562.275,-0.7022429569339916,0.4245669850146282,0.07111050674473018,AFB
52563.271,-0.6600098360374783,0.32170498629433725,0.009580094739879688,AFB
52564.269,-0.6656135174806468,0.16793668429373984,-0.02691255257988975,AFB
52571.397,-0.4247447147092918,-0.46035609763743984,-0.12439290115897893,AFB
52576.272,-0.2783994787374487,-0.9518047583781952,-0.1809044540324199,AFB
52579.364,-0.2113983668067611,-0.9638507700276477,0.03925897394374844,AFB
52585.293,-0.5557911784870844,-1.120380635554724,0.46305213260397954,AFB
52589.378,-1.0571058398111486,-0.9481883732458676,1.0640573925237478,AFB
52597.967,-0.8636511068680178,-0.3891253572559809,-0.13220882541422882,AFB
52601.343,-0.7564066999597961,-0.6815239896925486,-0.32298409822371144,AFB
52606.316,-0.8650369753791878,-0.5763068773051888,0.48479763671033815,AFB
52609.973,-0.9173516263547273,-0.6241671832026938,0.8520041439219824,AFB
52612.168,-0.6979094303817767,-0.8074677867059541,0.7188007836501819,AFB
52617.11,-0.640881677589086,-0.6809654367370623,0.38085637488516055,AFB
52636.128,0.5162260443830569,-0.2677909606182456,-1.0161027718602411,AFB
52659.825,0.0754220619268619,-1.3570872947230803,1.7777857162677566,AFB
52689.883,0.2959810923600508,-0.4058496848852941,0.45110321161590705,AFB
52696.829,-0.6362030363768023,-0.583533285421625,-0.41951502442847777,AFB
52698.666,-0.3344366204204962,-0.567135140786928,-0.26226948633266534,AFB
52708.657,-0.708292240296882,-1.0995591955968573,0.09278172685454904,AFB
52731.723,-0.7803960708064746,-0.23987508832038232,-1.0211753029819737,AFB
52743.793,-0.9317676472571272,-0.5363430300098385,-1.1398686962914704,AFB
52756.843,-0.2003784770475618,-0.2547092216786482,-0.13229183845109105,AFB
52764.634,-0.506189862071589,-0.1671751973580002,-0.09678483843597901,AFB
52766.786,-0.3398653900164111,-0.5207164089133189,-0.3154529296815104,AFB
52771.656,-0.11657628520047306,-0.7991847855450233,-0.05083085935655046,AFB
52772.6,0.007869870860904701,-0.7280491865948281,0.03806320486476958,AFB
52778.692,0.0237098987467375,-1.1267412465825077,0.14398512882335093,AFB
52795.681,-0.00843289597425893,-0.9523777238625457,0.2085510386212298,AFB
52797.763,-0.02128487204921396,-1.0232703398600334,0.11789277375237131,AFB
52800.64,0.3537794270341207,-1.4551121421734012,0.6797205120119875,AFB
52802.83,0.37377360291530093,-0.9818329445799281,0.07289640460796072,AFB
52811.763,0.37935810189732644,-1.3174415882896204,0.03589895895379362,AFB
52815.765,0.5726143353800692,-0.5337086238367021,0.18423651299735166,AFB
52816.779,0.7285829216664325,-0.21492468228310135,0.08798644414089159,AFB
52824.709,1.6802220372315537,-0.0647933410805635,-0.3377686654375223,AFB
52835.527,0.502825414806548,0.19600965066398268,-1.0666501967524464,AFB
52836.524,0.4619477739179341,0.2828761842139706,-1.1047205918988208,AFB
52837.524,0.4091639378339593,0.367287173956365,-1.0950194665887887,AFB
52838.519,0.31941950153547094,0.5358190570726865,-1.0538022341887139,AFB
52841.51,0.45521797569295397,0.6292312729352981,-0.9609730212652154,AFB
52842.508,0.4928666063261093,0.6502618712873428,-0.9001720163111295,AFB
52843.506,0.5742852614632247,0.569282921730724,-0.7680250765731986,AFB
52847.495,0.7643164298156522,0.23032817122112376,-0.32968148506214456,AFB
52849.489,0.7184308961090311,0.2804785418270409,-0.3226755175212934,AFB
52856.547,0.38552062901708406,-0.4449449282634898,-0.49423607768889233,AFB
52866.441,0.20818878222170728,0.9891126082063388,-2.853988370987941,AFB
52867.439,0.27489241264457054,1.0071412492124447,-2.907834319655272,AFB
52868.436,0.3410325209566495,1.1281849300202196,-2.898805446293738,AFB
52869.433,0.38224794155389274,1.2221849457618148,-2.9919320976125334,AFB
52870.568,0.4359630293483762,1.2461289236065378,-2.8590803216119203,AFB
52873.315,0.5101686644864111,0.950974940861104,-1.8676199275180079,AFB
52878.467,0.6574513874331624,0.4855028160732417,-0.9539823993949639,AFB
52879.462,0.48682144997480725,0.6819256928411073,-1.1486679320129092,AFB
52882.479,0.32426232441227976,0.5451172451954183,-0.9403782729782754,AFB
52886.565,0.586244781430338,1.0040543522074539,-1.3875976202165836,AFB
52899.143,1.1053314986734961,1.2588210887688578,-1.397215831595558,AFB
52899.18,1.091722255512432,1.262757520124534,-1.4103255700308122,AFB
52914.209,0.6644098150623804,1.5526770401713028,-0.5430970954091809,AFB
52917.252,0.6887566299693558,2.102801784064168,-1.0382057693141975,AFB
52921.349,0.5155139207516726,1.2027157493145206,-1.1762303437847632,AFB
52923.407,0.8187215480559855,1.0387675613908778,-0.9216325561513543,AFB
52925.173,0.8971194169294325,1.0436854514155125,-0.6538883698157771,AFB
52927.167,0.9112025303901307,1.311120666163836,-0.4937504283376021,AFB
52955.107,0.11189914710409403,0.9324903149926601,-1.1240957885124248,AFB
52960.299,0.08558807667656186,1.792627632428852,-1.009356977730153,AFB
52964.249,-0.13551517259241339,1.3389248129797189,-0.49634402278284956,AFB
52967.068,-0.05100964431107707,1.9366165118055705,-1.1422089537035411,AFB
52978.177,-0.7276862122069495,0.7998421776180131,-0.3745198714176559,AFB
52982.987,-0.16092444597053387,0.7590813958946347,0.05697191020918381,AFB
52988.218,0.48387214430793746,0.9768730785845495,-0.24231999311599792,AFB
52995.26,-0.3546223153721426,1.0646554127602081,-0.3770201208959367,AFB
53007.213,0.06743332468575229,1.0891570756991287,0.3932487351769271,AFB
53016.129,-0.017193404852967314,0.807694412028272,0.28723752243802536,AFB
53019.152,0.22633544906527528,0.736720241027252,0.49035825733572846,AFB
53025.105,0.5135089559486514,1.0501992687781914,0.24585842960207527,AFB
53059.06,0.08211885867703088,0.33302048254155,0.9754247130149976,AFB
53064.997,0.3535084699623956,0.7132412698134699,-0.31971249412832126,AFB
53068.055,-0.22719456499717433,0.6384037705369118,-0.18369359439880525,AFB
53073.805,-0.05490541603245735,-0.7635957814185933,0.631932529855738,AFB
53078.844,-0.34926854605108,0.11909298069686827,-0.5664894645462487,AFB
53080.769,-0.27337521234015455,0.2659466380612653,-0.680778782222386,AFB
53090.73,-0.883770038105543,0.5865082129558303,-1.1193194287865733,AFB
53095.684,-0.8880699205969108,-0.4458794880308335,-0.16955491574578302,AFB
53098.965,-0.9950689442094819,-0.40340654290160316,-0.400055409165547,AFB
53102.919,-0.5917360465528247,-0.61625472694735,-0.5358158267916722,AFB
53116.922,-0.857991744864387,0.07091932465650289,-1.0343809580279983,AFB
53117.7,-0.6494150461228427,0.010895485441154713,-1.00233393066806,AFB
53120.655,-0.35724159164554153,-0.49864570717148593,-1.1508665808000957,AFB
53153.759,-0.37763523180268865,-0.0870124399383368,-0.36812455240059944,AFB
53163.669,0.04574623550459004,-1.9407482113777383,1.5776454125928268,AFB
53165.496,0.044955727291321634,-1.291352642659198,1.0387051342369453,AFB
53173.647,-0.18726039578074624,-1.0118702661341765,0.503143751201785,AFB
53202.727,0.36831580887586574,-0.3184829899454544,0.035845433826838684,AFB
53214.248,-0.2950879243301724,-0.8174267108519235,0.8935954665238452,AFB
53225.26,-0.8040236560279891,-0.45700656153986535,0.6790802115375892,AFB
53239.252,0.4002006763799861,-0.06616492154031112,0.42638295244168023,AFB
53241.189,0.42295137194189114,0.5160445839871325,-0.5047182694871907,AFB
53245.388,0.29640976535031505,0.9538023822955545,-1.6056865955637034,AFB
53254.305,-0.0560501078758806,-0.49991457989127014,-0.8018817302069013,AFB
53255.224,-0.030429087088133452,-0.8088585150268068,-0.6016244568092379,AFB
53287.262,-0.8342449374726972,0.3408985021925864,-0.08951375113771218,AFB
53291.286,-1.398210267851418,-0.002603795946017979,-0.05665313118718556,AFB
53292.19,-1.525115556608999,0.048035344184818425,-0.03518379698269923,AFB
53296.383,-1.025837205536978,0.6871928151364288,-0.028184051112694355,AFB
53403.02,0.9155896047210369,-0.21185367207029662,0.0035812368441961,AFB
53408.828,0.6290323577325752,0.1623448900336888,-0.30988954383274697,AFB
53414.842,1.6421026175353595,0.00666638031599012,-0.32379623211798114,AFB
53419.954,1.6623013763382548,0.08987803221859085,-0.37248773668794966,AFB
53425.071,1.2400109927392846,-0.8616915818328651,0.7945329766393199,AFB
53428.081,1.3447362956783846,-0.7771946241548955,-0.1922255023833461,AFB
53440.968,2.0354753252341857,-0.0032315572154384934,-0.5201508770433008,AFB
53445.972,2.3614586686603976,0.2690608474011678,-1.0346480411012327,AFB
53449.71,2.048619691065747,-0.6101050249485703,-0.5414350772556439,AFB
53460.895,2.439700719635145,-0.15922228585202683,-0.9273891887356278,AFB
53470.844,2.2925113876583234,0.27517045631385484,-0.4351373705745322,AFB
53487.874,2.7199708783045735,-0.13465673446107074,-0.514088093124294,AFB
53494.763,2.0800912266677263,-0.32164857123611423,-0.4463648815397271,AFB
53501.763,2.7308080145802696,-0.4016543781752394,-0.754822837222143,AFB
53551.693,2.987736154354277,-0.322582782072732,0.2227395567045415,AFB
53581.641,3.0120007456971902,-1.384422067466142,0.6916026359638072,AFB
53598.248,2.1541159558408496,-0.3735590099361243,0.7666226342098698,AFB
53616.26,0.22293733200401075,-1.6601060652305963,3.046550779207436,AFB
53616.26,0.22293733200401075,-1.6601060652305963,3.046550779207436,AFB
53633.289,-0.47895137550709416,-0.993748918858241,1.0853191810760487,AFB
53636.333,-0.2781322307805098,-0.5262692629800385,0.9721180835860433,AFB
53637.332,-0.1992309757054431,-0.3957533541135317,1.0583800474502956,AFB
53638.328,-0.05590727528597699,-0.19463850335429383,1.0716647962426737,AFB
53639.325,0.04859050610281738,-0.08052991334888104,1.0245512639847856,AFB
53641.32,0.21898066481285247,0.031722568018391135,0.9384540351232467,AFB
53642.319,0.2908358916692248,0.07491924329351791,0.8090204059511061,AFB
53643.315,0.3948125527148778,0.03825599016563429,0.8555804614019896,AFB
53644.313,0.4179650474244723,0.04239730378766387,0.8401501627834363,AFB
53645.309,0.4340732236317302,0.01338646031008945,0.7753355784404313,AFB
53646.307,0.39622412690286757,0.01806815871300026,0.5914980655062044,AFB
53647.304,0.34674205451855356,-0.03044657295622362,0.5501076720063185,AFB
53648.301,0.32987077689496086,-0.10455752124902487,0.5386650635938725,AFB
53649.299,0.31469244917927086,-0.21867872405079297,0.5660528561636149,AFB
53650.295,0.262493737587043,-0.28093378590452683,0.5288515108073087,AFB
53651.294,0.20495757107944987,-0.2337907304881036,0.4833805067407122,AFB
53652.29,0.20998294855494018,-0.22771380991539494,0.5479118042629317,AFB
53654.286,0.1896764456104072,-0.1700252534840813,0.5730924917293556,AFB
53668.28,-0.3444747157401623,0.2970880517670585,0.3795435203409721,AFB
53680.108,0.022633296105433628,0.008584105970790176,-0.3553484236029954,AFB
53691.152,0.2972109677274703,0.40128514929628367,-0.7596685464137406,AFB
53695.297,-0.2839593363789103,0.5066235652543681,-0.652656948121235,AFB
53700.25,-0.5527108326562814,0.5986002003376273,-0.5560527411845916,AFB
53727.057,-1.2307327248945903,-0.7665670553234558,-0.05244737396010105,AFB
53732.968,-1.1862054667860267,-0.6820344531466003,-0.5602446429340358,AFB
53740.795,-1.9216931946586986,-0.5395115065527614,-0.571147688849685,AFB
53747.112,-0.8602994071410371,-0.8889995513486126,-0.4099787474625844,AFB
53749.085,-0.9770567979843289,-1.2806142836102303,-0.41297827394701403,AFB
53756.963,-0.20233597711901843,-0.5845451479477526,0.07442497566594096,AFB
53761.075,-0.6953970721248395,-0.5039231561162122,0.318747182444552,AFB
53764.094,-0.5619350964162291,-0.6904663218149558,0.1959120434045189,AFB
53771.823,-0.2627750726611898,-1.1649478539290317,1.2124923090908497,AFB
53776.987,-0.5293396087665287,-0.8923474629946535,0.17374035675325192,AFB
53782.016,-0.8129042542667051,-0.8885522590421187,-0.7847588607459041,AFB
53790.037,-0.8216245296085042,-1.2166564520389695,-1.5243749661366126,AFB
53800.834,-0.6156767899251699,-0.8866398836171014,-0.8650792217250803,AFB
53805.836,-0.9785127313438665,-0.2674581942808565,-0.1483637678262693,AFB
53813.997,-0.7879837289709074,-1.1545357470793556,-0.27705381340066415,AFB
53819.799,-0.27325061741221673,-0.7091524640515253,0.05024691519004556,AFB
53821.94,-0.4088521869381905,-0.8408422496555288,0.1200483121102331,AFB
53828.808,-0.7664565111220747,-0.82978918966452,0.7309488010547792,AFB
53829.804,-0.7509482498057247,-0.8776490553140847,0.8312791759503024,AFB
53830.801,-0.7486125029906345,-0.8417472681910343,0.8938312954231802,AFB
53831.799,-0.6573971921153751,-0.8331053724848232,1.0451232389217238,AFB
53832.796,-0.5401908660007355,-0.9663210037904459,1.211492119798253,AFB
53833.795,-0.49136779493601385,-1.0012081068121228,1.2145521998871747,AFB
53834.791,-0.5072867723138935,-0.9938885785412128,1.1523013219408,AFB
53846.758,-0.42087082494536887,-0.3055531354849691,-0.3946981996753726,AFB
53847.753,-0.39671616194961123,-0.3648656278406837,-0.38018494645691725,AFB
53853.752,-0.4862741675237224,-0.07123555770281366,-0.3603806860845249,AFB
53854.736,-0.4931353865418117,0.013086081066451339,-0.41413618186474854,AFB
53865.615,-0.07606170922928467,-0.014845139108339366,-0.6164209369086079,AFB
53870.783,-0.1600722548387848,-0.07257725742089173,-0.2831427055762658,AFB
53878.69,-0.4718132379240991,-0.7364284513761523,-0.5458589484366282,AFB
53898.743,0.6734329837699787,-1.1575495746900784,0.9529134548136036,AFB
53913.71,0.43355186809243057,-1.4426002223061969,1.5539108757109588,AFB
53925.51,-0.25187595611848257,-1.115728902866556,0.4202417689110065,AFB
53953.511,-1.648429403572055,-0.629889578878938,-0.2438998154760815,AFB
53967.321,-1.1232658989095172,-1.5331133070066518,-0.9814716524136929,AFB
53992.267,-0.28695222444866314,-0.943317067975194,-0.9921420672012142,AFB
54008.11,0.37683629337285196,-1.4932446759563174,-0.041182828235913696,AFB
54026.239,-0.6978428352670812,-0.25849846409900534,-0.46201575704705256,AFB
54031.369,-0.5328755587189667,-0.26474188116127706,-0.012716122160173982,AFB
54039.264,-0.37126930710410183,-0.730187194433263,0.11772615109146693,AFB
54050.274,-0.7083206624975018,-0.9054809300292849,-1.3632967869294648,AFB
54059.187,-0.483525819246752,-0.6508900299718265,-0.9809893760240846,AFB
54070.191,0.1335190780627027,-0.22832391790365408,-1.1544180008807103,AFB
54078.958,0.44856714540314596,-0.04069275951137584,-1.1296969876202017,AFB
54096.919,0.5392515561979985,0.1599111608065892,-0.717546521324811,AFB
54110.087,0.7812075381672199,-0.8084015216947555,-0.529119475376969,AFB
54119.839,0.036741254039071344,0.27737682560673954,-1.0087897514586466,AFB
54129.123,1.07971081572099,0.6248672661307924,-0.00044474637284355756,AFB
54150.621,0.7289799723037675,0.6831633845574174,-0.1943801588673319,AFB
54165.806,1.3336974399555097,0.5120141350852894,-0.4822507938151566,AFB
54169.833,1.47801153746209,0.7066730635190783,-0.522338815432905,AFB
54179.842,1.7007023645849855,0.6977942789443579,-0.8177191882318144,AFB
54193.797,1.4748691172068744,0.7922485412082768,0.3101322834104732,AFB
54206.836,1.047028102350809,-0.10807864036863069,-0.1472230017062051,AFB
54220.776,1.4642768016818615,-1.3614163210502124,0.018005825637849655,AFB
54226.846,1.8374387563504992,-1.594971370028974,0.28090008026939145,AFB
54238.637,1.330759867221383,0.18512752717801736,-1.0233286886314121,AFB
54243.655,1.48505221619106,0.6568268795389818,-1.7228314064838937,AFB
54279.716,-0.5339306445552937,2.1871256131022565,-1.9671578713091524,AFB
54295.547,-0.8293742830919076,1.0240126607106992,-2.054962110753419,AFB
54303.606,-0.5824151728068465,1.1924963054509112,-1.7503723582556163,AFB
54326.58,-0.5833183804383978,0.4278056047242679,-0.7247674643413387,AFB
54338.244,-0.7051639564345845,0.1552739864807606,0.03239915649030647,AFB
54350.413,-1.114894133774185,0.5632687117491944,-1.0429409905381186,AFB
54353.412,-0.8741052029534863,1.3135604612568696,-1.2869802066499174,AFB
54357.48,-0.8344417394850625,0.983509793175896,-1.1339332491218763,AFB
54395.329,-0.01699027141174166,0.1327194250072814,0.6338738873852618,AFB
54401.042,-0.13854657315233138,1.068294743292278,-0.3607905649122268,AFB
54408.338,-0.09379567814929539,1.8991071636805492,-1.73750162025784,AFB
54411.188,0.09763267620711899,2.333822476228783,-1.65160744586729,AFB
54422.179,-0.6888458954873304,1.0378004787996433,-0.5125617841525963,AFB
54426.238,-0.40550145581560154,0.7993757570412992,0.05046660050894218,AFB
54431.299,-0.028417366931931084,0.4102835089966161,-0.69265320541427,AFB
54437.102,-0.2506358840754435,1.1886217597431448,-1.03437530375101,AFB
54441.221,-0.46605284417079396,1.2270010413398678,-0.7420665226676626,AFB
54446.967,-0.7652612133070872,0.025899646959282097,-0.3747614570582203,AFB
54455.974,-0.7637155825518926,-0.32119142062447015,-0.16769803000329003,AFB
54462.978,-0.9107965031538388,-0.3614873059832517,0.14868498616457043,AFB
54468.019,-0.7933674169217805,-0.09467129828192646,0.7773279459403237,AFB
54473.133,-0.3653771899935775,-0.2958763734946748,0.15423105850607063,AFB
54498.824,-0.46481381323002036,0.2580967957374615,-0.21079763877297014,AFB
54508.881,0.3378528295563621,0.04189993620216188,1.2497863901307886,AFB
54516.792,0.3173099396937058,-0.09537496977237969,0.148931675706636,AFB
54541.801,-0.3462786199003462,-0.6098253705893493,1.3151230457783756,AFB
54555.604,-0.8548494735968608,1.174142700846096,0.46173868706116306,AFB
54569.779,-0.38910121291565186,-0.04691184428367424,0.8826353356103672,AFB
54592.841,-0.2791935789681509,-0.9601848920535041,0.8021543318791607,AFB
54617.624,-1.276471954795687,-1.1288557536714157,0.09923985810787071,AFB
54625.799,-1.55911037791383,-0.712621987921945,-1.3208911979554396,AFB
54635.491,-0.2510933047637694,-0.7357598510498791,0.5343074097450525,AFB
54642.553,-0.05054950225182257,-1.8780917131741615,1.1864927316195157,AFB
54646.381,-0.1982309819087056,-1.1406491914570862,0.46133452961123506,AFB
54655.685,-0.16106344591348679,-0.9222468967079099,0.16013350930895892,AFB
54665.281,-0.6924278944704194,-0.474306131837993,-1.084745518296099,AFB
54677.191,-0.9032608274020947,0.7501458912900769,-1.4510448627992576,AFB
54690.171,-0.9757238060648745,-0.5890040721180038,-0.4733835882205719,AFB
54703.446,-0.1246697815249865,-0.7208582095656488,-0.0898787239067068,AFB
54717.305,-0.13026389702298716,-1.2456940907497278,0.2534648168223228,AFB
54731.213,0.29741051291287934,-0.7730359974199865,0.38331653329147325,AFB
54741.233,0.6683058998583908,-0.5531742555117559,0.7208893664996142,AFB
54751.294,0.8194722148837237,-0.24768886113651378,0.10666990610650885,AFB
54769.097,-0.16702490236879008,-0.08602434771606603,0.42595789592445266,AFB
54779.058,-0.27182253299922493,-0.2821204048153349,-0.27045115866289504,AFB
54788.222,-0.39780030478938333,-1.1363229587853565,-0.6189973987911618,AFB
54791.162,-0.20643785171842685,-1.3370443909259726,-0.48858032293598,AFB
54801.878,-0.01216279037898443,-1.6181361291966865,-0.5478328591999247,AFB
54805.219,-0.5191617628812084,-1.1986265173044837,-0.6335761001305921,AFB
54810.223,-0.8190816136323216,-1.3627709424144856,0.24879926763631874,AFB
54817.976,-0.9960334223833869,-0.7054948706569408,0.2571736821518202,AFB
54822.987,-1.2961172221106372,-0.6018524564788093,0.46039315662774255,AFB
54830.06,-1.6526446608384793,-0.5660495050050778,0.5637229173200357,AFB
54840.744,-1.4969914740404375,-0.12351827675139947,0.1301743207882898,AFB
54844.021,-1.2913358382229203,-0.020150147232032064,-0.4417798112193452,AFB
54849.066,-0.2536939365135873,-0.3613941117131659,1.2418357269270006,DFB
54849.071,-1.2330296379254866,-0.3788285200044011,-0.29992240449706487,AFB
54859.918,-0.29967515631821384,-0.20719526526280269,1.3489956090209145,DFB
54861.923,-0.9793796737276141,-0.09569958560215966,1.2810115328614617,AFB
54861.924,-0.31186707010032116,-0.14053392917637236,1.340755502175388,DFB
54865.647,-0.31445063781002425,-0.09251782136743399,1.2175882664923814,DFB
54865.652,-1.114957213007148,0.07290392440494312,1.337505458228279,AFB
54874.797,-0.29567464271801774,-0.09685445971688332,0.798406650189311,DFB
54874.802,-0.5660279718296036,-0.39774539627201916,1.2079922729140125,AFB
54883.699,-0.2973793135972819,-0.1646647705526007,0.24687882352410218,DFB
54883.704,-0.7940016692533557,-0.764341341062424,0.010829018139394174,AFB
54891.755,-0.225038803021394,-0.29663402320211,0.11770841581361373,DFB
54891.76,-0.4369667479195483,-1.0289591093517407,0.5298351235536787,AFB
54896.625,-0.18885790735601127,-0.36433481929780764,0.05487404436906865,DFB
54896.631,-0.6430553392246903,-0.8104969361123023,0.5082241530851411,AFB
54902.732,-0.6640776132569112,-0.7801006150335851,0.26518948058177366,AFB
54902.735,-0.1511033096834791,-0.4363551058259552,-0.06511948269800044,DFB
54906.622,-0.12950769987870375,-0.4664639486982931,-0.12379995966886502,DFB
54906.627,-0.5082313037314236,-0.7499262337826728,0.21917684914654953,AFB
54911.712,-0.052847005648556426,-0.5044143419528717,-0.1339502322944945,DFB
54912.644,-0.040055511714220504,-0.4995022494485271,-0.11486816469442625,DFB
54912.644,0.11762872137307114,-0.7972778774441064,0.5973763968042984,AFB
54922.893,0.05797155785504075,-0.4493894017050144,-0.030618894990847592,DFB
54922.898,0.5921069679170824,-1.0302394762213694,-0.16668820583704755,AFB
54930.794,-0.273578756440724,-0.5651249766935427,0.43655755532086665,AFB
54940.632,0.07902616059896968,-0.2045759034590144,0.397532779680903,DFB
54941.649,0.07434657867257677,-0.1946686868196466,0.39650812410005687,DFB
54941.649,0.003544461013330918,0.3596885590127807,1.6802088750998287,AFB
54951.572,0.1267411382096893,-0.088517403057152,0.5580316681932636,DFB
54951.578,0.08087590548355256,-0.014115526001026424,1.167847991507029,AFB
54957.661,0.07699639641434006,-0.8412266726817722,0.6649614046945725,AFB
54965.725,0.176862795371255,0.009890530929027348,0.5746026915764542,DFB
54965.73,0.6773755411114035,-1.3510513691801997,1.6983025643434986,AFB
54973.562,0.014572905037738344,-1.987409330871602,2.475175848850976,AFB
54980.723,0.15706482775214314,0.08833798508908511,0.5727188733087086,DFB
54980.728,-0.224046755890569,-1.9697931341075914,2.6959781449742724,AFB
55023.516,0.18545421516728378,1.2724673108478588,-0.9042005474540791,DFB
55024.513,0.18546042170150107,1.300926535078404,-0.9345835477203911,DFB
55024.513,-0.38686643731889236,0.0160216425285722,0.3500351905066215,AFB
55037.628,0.17910371733967467,1.686779627799113,-1.3345967004302892,DFB
55037.633,-0.7754012683367479,0.735156431672983,0.5146732935678198,AFB
55052.201,0.19913713485383464,2.052592607002752,-1.325539577302519,DFB
55052.207,-0.2988319844339645,1.2861165340864553,-0.6397527249509036,AFB
55062.187,0.25158898671156654,2.1408641518208524,-1.047001821072786,DFB
55062.193,0.8746863623935297,1.4395472868749244,-0.5756426789688185,AFB
55070.16,0.31920599520531145,2.287948878683365,-0.8706580390622891,DFB
55070.166,0.7597946886896738,0.7657964591598079,-0.026104343200620262,AFB
55081.219,0.3117244508419876,2.3138496317459416,-0.8989095211260116,DFB
55081.224,-0.3264122254361876,1.0153185744092934,-1.3202184247581263,AFB
55092.438,0.3796847808153742,2.261219602773025,-0.8970927217012974,DFB
55092.443,-0.2597238782874792,1.4886687487964354,-2.070990413800096,AFB
55099.11,0.4871539926151194,2.1298973514784447,-1.079169234508609,DFB
55099.115,0.13599191411599593,1.0645195411704798,-2.2162283113351,AFB
55107.29,0.17848116989555204,0.8765588031697669,-0.9975801910275398,AFB
55115.176,0.1671091556929467,1.1379888982285484,-1.5512518627437482,AFB
55115.18,0.8121015409667994,1.7321501605258545,-0.8941359039360037,DFB
55122.149,0.3552008051367219,1.0213588350232128,-0.3115675255417955,AFB
55122.151,0.9658147219002788,1.5980261158790692,-0.6433641125878093,DFB
55132.264,1.2097481608288465,1.4263827987273971,-0.3279802469095452,DFB
55132.269,1.5211271732539686,1.0614071975448225,0.40690682954961765,AFB
55147.331,1.585345312104181,1.0214261658133343,-0.004554008865548775,DFB
55147.332,1.6892265477475268,0.4216687729549446,1.464298986919864,AFB
55162.216,2.0083945094835967,0.6119963971265147,0.05235411575235246,DFB
55162.222,1.8350182421732535,0.10276961071019583,1.5074109923688186,AFB
55170.01,2.143449917320802,0.5589852302345212,0.022980631035956055,DFB
55170.015,1.7042755524630584,0.0626663715015123,2.1999851303534,AFB
55180.937,2.377869056857374,0.5238768808373817,0.3350787788710384,DFB
55180.942,1.7223015762909755,-0.2649872560550403,2.0872290658927453,AFB
55188.938,2.524339637011099,0.5291554369506636,0.3254170419211439,DFB
55188.943,1.7266445702570492,-0.04417489691960522,0.7081666070444691,AFB
55195.214,2.628118048396204,0.5168735748421441,0.22421002877846316,DFB
55195.22,2.436879218259859,0.3319462271214083,0.936117667643708,AFB
55204.155,2.662972669700612,0.38773952720940424,-0.1677249731975921,DFB
55204.16,1.510842936927235,0.599774974012149,0.28517596280909907,AFB
55214.885,2.799074975329499,0.2193463382025024,0.16240651143276785,DFB
55214.89,2.286524906618132,-0.25640806563329394,0.7851192381545138,AFB
55217.985,1.9792426255777782,-0.242045053504968,0.6150626559845424,AFB
55225.045,2.8399713948810597,-0.04216086105698239,0.5438497946456123,DFB
55225.051,1.8143385027796701,-0.08630250838514916,1.1811931135123839,AFB
