MJD,PC1,PC2,PC3,dataset
50765.181,0.29038962367941135,4.538017334239369,0.2632375423948545,AFB
50769.211,0.29503219124467134,4.071190942558716,0.44737414843121015,AFB
50786.16,0.11953051485528388,4.213362852189939,0.38831761691593725,AFB
50790.07,-0.3111736195414431,3.787718405428128,0.5972268770188753,AFB
50793.22,0.09957225414735763,4.3632761488419725,0.6259665095453812,AFB
50796.082,-0.34684686037027895,4.1712085337447755,0.4703925217976052,AFB
50797.137,-0.37587994788886275,3.9159141418599837,0.6465101528586634,AFB
50801.098,-0.30466721909367056,3.248514590632838,0.9459493642777048,AFB
50803.191,-0.25093698225371214,3.4318162043877263,1.3688957591243915,AFB
50804.035,-0.5729763078544576,3.6221926084674347,1.0744168777163157,AFB
50818.905,-0.3054025985554525,3.1810716330557374,0.7253537915064716,AFB
50822.005,-0.3963536675489601,2.9276609920073384,1.7069182410628414,AFB
50825.23,-0.21998547343823122,2.9026805099142092,0.8599806043348275,AFB
50830.907,-0.871371544070516,2.2588122224941176,0.5151664436640416,AFB
50831.966,-0.6915834741934198,2.1941751941510335,0.4239529252515664,AFB
50835.978,-0.6215262807365013,2.1958378019368165,0.7902197767008856,AFB
50842.161,-0.48637149104180394,1.4088390675162268,1.5530377666622248,AFB
50845.116,-0.023693142292522187,1.1896955240943807,2.0336348817399084,AFB
50848.888,-0.014729031470843727,1.554604091442063,1.7467895145578618,AFB
50851.844,-0.6247934292767318,1.5743650040722712,1.6102927758066892,AFB
50856.929,-0.651309825972818,1.380608847606807,1.2268727861639197,AFB
50859.94,-0.4117720564014115,1.2851881692021687,0.8504908824668418,AFB
50870.923,-0.8589103524008521,0.690665994644996,1.225757534161859,AFB
50873.914,-0.5771947944790121,0.6243509980435081,1.1805610126165138,AFB
50875.828,-0.9359162281186818,0.47098192141124673,0.6192948345102873,AFB
50878.76,-0.9498726327311533,0.887408377679124,1.2185196345884988,AFB
50882.725,-0.7426065259599693,1.0198755136426032,0.8767940836399285,AFB
50902.871,-0.16354997689767847,0.3514989526392221,1.076094330216704,AFB
50905.825,-0.10115265529166664,0.6109431690161378,0.7725229032730686,AFB
50911.494,-0.3427417937258082,-0.2609658058268872,1.6944188414745784,AFB
50928.548,0.10233525308175065,0.46388904173434387,2.1960919398192336,AFB
50936.796,-0.14733666421725414,0.7091641319234778,1.4295237632504598,AFB
50941.876,-0.08160006892546663,0.6328969666419185,1.0623581039431045,AFB
50947.71,0.06244267312638956,0.17504623334648406,2.1501826882357875,AFB
50948.758,0.11034303313097438,0.2400973605209992,2.7965815025127663,AFB
50958.494,0.3126308390667544,0.4536505227606222,1.7398377604569104,AFB
50959.516,0.08955390609116316,0.6120228200597633,1.1142466289600799,AFB
50962.575,0.22859257892508741,0.31613353590006654,1.456082775103558,AFB
50965.607,0.37937316875636,0.12016733187883225,1.9003110567393275,AFB
51012.284,0.6568822265425157,1.0201331105198432,1.2215558508190372,AFB
51013.215,0.7487771782664375,1.2689743171584351,0.874579483279566,AFB
51020.26,1.0820253938484898,1.8266344220805653,-0.020277569928468256,AFB
51024.228,1.228005927907361,2.1868880644267406,-0.21105117505252305,AFB
51032.263,0.5700964162672045,1.8791623136016682,0.22257184451172338,AFB
51040.175,0.7980773338498708,0.3735546012678337,1.5997774912217855,AFB
51060.22,0.18796195074027264,0.6793336680171721,1.6262877731163399,AFB
51063.366,0.17394099005231844,1.2483979970925738,0.6838956353761336,AFB
51069.503,0.2927268731373107,0.7134785308759924,1.5205948320748979,AFB
51074.484,0.18038646209313497,0.958581364904293,1.915722347806374,AFB
51078.368,-0.7579506040750691,1.7292877917553175,0.3527138357896538,AFB
51086.139,-0.39421854589956173,0.9100921128624943,0.3198512799546222,AFB
51089.177,-0.6074316016796933,1.344020832358044,0.012794968100946085,AFB
