MJD,score_err,PC1,PC2,PC3,PC4,PC5
51097.307,0.00630928728466181,-0.10233191688889556,0.05327711580319076,0.11141541294439085,-0.08532151748854437,-0.03323530926183173
51108.118,0.00534456937639303,-0.07549742261440806,0.06233642083391032,0.2082570516042351,0.08273146982519922,-0.05558571051887012
51113.989,0.020548229966038053,-0.12486636277280566,0.10415494795867553,0.12385117307893051,0.03808943358285222,0.003088127433653828
51117.018,0.00747651879728089,-0.14388323875106282,0.12011023437144774,0.08559389774976746,-0.008644332441544438,0.0068028067511683825
51120.111,0.008507272673428523,-0.17163899181331735,0.056097668397848854,0.0765564704293713,-0.06979906074959287,0.01848508488392046
51121.254,0.009809191470229133,-0.18671977962952482,0.08838294771009719,0.10717142554443876,-0.08404342384770616,-0.004888923951903835
51122.311,0.009462722908013532,-0.1885287442097666,0.10954589622617708,0.11640898532344826,-0.085333976461531,-0.021044959719302835
51127.196,0.00602988919417695,-0.22808970818618773,0.07416122959289081,0.1444351549906697,-0.023207539585443377,-0.01112986896033972
51133.195,0.005468263949432037,-0.19109292249833854,0.04396793091289786,0.15094666679842175,-0.07257394180343939,-0.019717851956720708
51136.132,0.005224433809909391,-0.17724205909182106,0.08390007717262564,0.03911624810733592,-0.012755165403778048,0.017257321776411972
51140.339,0.016712651345026832,-0.16273782867124417,0.1042232903478639,0.036003298034590445,-0.07817308306481516,0.00426409714069525
51149.007,0.0058131488510168835,-0.14657836718077072,0.024380250956855733,0.08708310625442366,-0.11017317222283492,0.026366665209178
51153.163,0.005757459623879072,-0.13062818422608527,-0.05083768252559769,0.21379413803778596,-0.06458139440881983,-0.0060623680659835835
51183.978,0.007271479970235082,-0.09672574392389,0.009706048931198509,0.07017720903872478,-0.08307523057591742,0.003736421452221451
51187.973,0.005814259706812455,-0.14704798166233105,0.02883985157561498,0.1580899344400892,-0.06332254140088957,-0.0062775333996344905
51189.022,0.005123740166343725,-0.14034921074909862,0.026309230941450712,0.18820979398990742,-0.01870105217731692,-0.013405663953034918
51212.666,0.012555858205712018,0.02235280582727544,0.06751608526761277,0.25865412815236455,0.027512413649404186,-0.015333403416664362
51228.83,0.0057232130645133,0.009481748014246002,0.054100461032562025,0.19381298576259362,-0.07746673350258323,0.03766337497376038
51230.96,0.008215263584256978,-0.03214031260503801,0.09096527946244826,0.15939058550619117,-0.07324647991083523,0.023949251002158105
51237.805,0.00456080223794317,-0.0653347595094369,0.025898224959725068,0.053038586359727545,-0.06412972155882005,0.03089266693688165
51239.904,0.006526564901910998,-0.07345526226493704,-0.02893037826655824,0.08598471674511254,-0.07511130313011856,0.04096940980674593
51243.805,0.0051905191413231305,-0.10125824920220533,0.03647216593631274,0.06312367808345681,-0.09540782666415787,-0.0024011560286848273
51249.657,0.007860047406509103,-0.12357838107906549,0.08706023025055817,0.04822179723059069,-0.0639463107115226,-0.0564907712940639
51252.86,0.0057889020561536445,-0.11929584616696923,0.05833230546337429,0.09323896306416861,-0.08334452206770397,-0.016996758999932332
51255.686,0.006291339817994647,-0.12272426156225841,0.06617645710523123,0.05432721557197098,-0.13473470978043267,-0.005339013341440926
51258.698,0.006354476644476646,-0.06461449234389932,0.06680018944101676,0.11118241679199801,-0.005407174724075083,0.014817155323307452
51260.767,0.006473545419758947,-0.058631611360272964,0.0826425067331863,0.12832953676413547,0.011541208421777485,-0.009585883910926768
51271.695,0.005543114848615472,-0.09033094693042894,0.13234404335834896,0.07818327731857386,0.02925859200821334,0.0009259562733195058
51281.731,0.006208000369296388,-0.012158967597028884,0.03183590610728002,0.20064541359708277,0.03236570611698377,0.009882485794863536
51286.786,0.005912000551274407,-0.0162795160469203,0.11929942227865767,0.07733364021759907,-0.009747741357293359,-0.03850612925950169
51304.562,0.00774852053076879,-0.039499557813396424,7.224794836916543e-05,0.15655362145246404,-0.1528816645519066,-0.10154903616610494
51306.765,0.00556638830275352,-0.048157137212821055,-0.015891364309570832,0.22401905705907296,-0.15618462409061823,-0.12924861171882537
51364.648,0.03728929920773615,-0.003654086087372291,0.07973123675287057,0.06201581748478981,-0.1481892959983698,-0.13891809332931762
51365.724,0.027485472170747167,-0.0048583577454813405,0.0803832191287717,0.0572316864890852,-0.15102434215761795,-0.1362795662461519
51366.55,0.028216110801476155,-0.006001355472505212,0.07847674065452075,0.06587354826999742,-0.14649645357321625,-0.13421793854693953
51367.554,0.048455609809714736,-0.0034694270584265073,0.08051229204544573,0.0843844631840749,-0.12729166436725575,-0.1341454085587739
51367.642,0.021815417673983383,-0.0031137387851275147,0.08077210815324476,0.0859932146736943,-0.12540774560177084,-0.13385004181151833
51368.548,0.03578818646844899,-0.006495088966897249,0.0778375330679362,0.08709061466629542,-0.10594509300013777,-0.12663445879014065
51369.602,0.042070813235410995,-0.00523313041754336,0.07630059665656322,0.09513042928045146,-0.08202358233084801,-0.12058190314008961
51370.608,0.062278592699704094,-0.0016194092669672856,0.07355866755408472,0.10314984677356201,-0.060250810228370415,-0.11807417117668742
51371.527,0.024598563233473557,0.003888410120930232,0.06891084031489378,0.11105631515343535,-0.0438186328583559,-0.11809692197607459
51372.669,0.030856599813327563,0.010731159918436501,0.06810308999194911,0.11633357747255117,-0.03045745749589745,-0.10865584679341676
51372.73,0.03251041041037164,0.01112354652612353,0.0673637128281224,0.11715160858671626,-0.029876339120618337,-0.10765605382193288
51373.619,0.02671335160658906,0.010809662614826063,0.06314388202335468,0.12395605308608514,-0.018199583570847538,-0.09397952996001244
51374.604,0.03377331269739052,0.006071806711816263,0.055369338830573586,0.13289208553015475,-0.013360014986670374,-0.0741917698199111
51375.708,0.06237057265857365,0.0032813363024001597,0.0465988936200057,0.13893936895864034,-0.012222884651639586,-0.0645326717667367
51376.337,0.031190424088839153,-0.0016989403434288213,0.04274105879501239,0.1399162760278334,-0.012616339708658171,-0.06061243203531493
51377.333,0.033773303364984054,-0.007536138790735853,0.03783115685350073,0.12803041828495373,-0.013100417940068203,-0.05285675956529494
51378.483,0.03780256915887271,-0.01547526796697967,0.028292786344281454,0.1169286510520498,-0.018818434527426715,-0.042139066056405786
51379.48,0.04355619805977049,-0.021127268662085825,0.022326028009580303,0.10298652264693052,-0.025677367307390498,-0.03924833612548551
51381.651,0.024646893235393763,-0.03071031769785205,0.0036378966374068337,0.07681630456926303,-0.04098921115552762,-0.030106961205675728
51382.556,0.03708164715249843,-0.032238176950279016,-0.008016423650695652,0.07399575462358925,-0.05083753469960577,-0.02806957189345834
51385.578,0.031071698930251225,-0.0445482655902127,-0.03996845905867249,0.057673023660320254,-0.08380619409064671,-0.020542166624615724
51386.421,0.029825001405067934,-0.05570020419358135,-0.04382629260509032,0.0510004553670422,-0.0832347851207998,-0.013294742336865605
51387.43,0.023773178520336533,-0.06862459503215863,-0.04863743682519155,0.03247877067253796,-0.0866655590738552,0.0003315155060636455
51388.447,0.03545663182707246,-0.07759167966959551,-0.05211592007192314,0.03009757518784469,-0.07422683556926074,0.017193863904321597
51389.425,0.023156755303706388,-0.09335114450236795,-0.055162550678914825,0.03315914324837409,-0.06449470356282934,0.03202182562461408
51390.359,0.0452534007991585,-0.113300890741963,-0.05330206479567729,0.020720656551926255,-0.05249460001082408,0.04555079825820174
51391.316,0.022209937811850655,-0.1304087114521486,-0.05360105470701223,0.007232390490936853,-0.046652294311120626,0.055839539625194196
51391.6,0.03079210948823539,-0.13262648343267297,-0.052115422800545354,0.0030019209429963823,-0.04930364293740455,0.05705414790428279
51392.337,0.03652537748666788,-0.1394630715913125,-0.04672326471883958,0.00024943566801186793,-0.06039362132969015,0.056799326553848464
51393.314,0.04291473633192575,-0.14492485932586366,-0.03372465772691583,-0.0064238728384413985,-0.07175097350926428,0.056519732779687984
51394.441,0.04910158597202876,-0.14943326772110932,-0.025168107052910275,-0.00736319267124987,-0.07975526343390056,0.05835258484176567
51395.482,0.037975538634027174,-0.15303724999856919,-0.014316556888484315,-0.009762514911412227,-0.09271853543036868,0.05634245410479648
51396.462,0.03733861289554872,-0.15995156878358283,-0.004869893387398502,-0.00939771745740095,-0.11175580042260803,0.05441334651360642
51397.564,0.046879628090405745,-0.1585309739959869,0.0002457589795998409,-0.01470514733039275,-0.1337693318547337,0.05417651948992208
51398.436,0.043120010931499586,-0.15725632469100506,0.002779465875738199,-0.025954062003369097,-0.14470168819951976,0.05212010740384691
51399.415,0.03424800674607055,-0.1617065005424739,0.001011467931868553,-0.039936227814969076,-0.15918962160102762,0.04891025273089711
51400.448,0.027490062506197573,-0.1655061288887476,-0.003918898974117936,-0.05692409447191114,-0.1707966597424741,0.05029480898189403
51401.463,0.030844289421021097,-0.1602824446464356,-0.008861377130597009,-0.07250310636564311,-0.17999772198757868,0.04467809309532794
